title,year,budget,gross,country,imdb_score,facebook_likes
Hoffa,1992,35000000,24276500,USA,6.6,949
Midnight in the Garden of Good and Evil,1997,30000000,25078937,USA,6.6,0
The Hunger Games: Mockingjay - Part 2,2015,160000000,281666058,USA,6.6,38000
The Running Man,1987,27000000,38122105,USA,6.6,0
Terminator Salvation,2009,200000000,125320003,USA,6.6,0
The Forbidden Kingdom,2008,55000000,25040293,USA,6.6,0
J. Edgar,2011,35000000,37304950,USA,6.6,16000
Due Date,2010,65000000,100448498,USA,6.6,25000
Hostage,2005,52000000,34636443,USA,6.6,0
Hitch,2005,70000000,177575142,USA,6.6,0
White Squall,1996,38000000,10300000,USA,6.6,911
John Carter,2012,263700000,73058679,USA,6.6,24000
Last Vegas,2013,28000000,63910583,USA,6.6,27000
16 Blocks,2006,52000000,36883539,Germany,6.6,0
The Odd Life of Timothy Green,2012,25000000,51853450,USA,6.6,11000
Zoolander,2001,28000000,45162741,Germany,6.6,0
Secret Window,2004,40000000,47781388,USA,6.6,0
Vantage Point,2008,40000000,72266306,USA,6.6,0
Edge of Darkness,2010,80000000,43290977,UK,6.6,0
Blindness,2008,25000000,3073392,Canada,6.6,0
Flyboys,2006,60000000,13082288,UK,6.6,2000
Man on a Ledge,2012,42000000,18600911,USA,6.6,11000
The Beach,2000,50000000,39778599,USA,6.6,0
The Interview,2014,44000000,6105175,USA,6.6,50000
The Manchurian Candidate,2004,80000000,65948711,USA,6.6,0
Licence to Kill,1989,32000000,34667015,UK,6.6,0
Kick-Ass 2,2013,28000000,28751715,USA,6.6,36000
Octopussy,1983,27500000,67900000,UK,6.6,0
The Heat,2013,43000000,159578352,USA,6.6,24000
Kiss the Girls,1997,27000000,60491560,USA,6.6,0
The Legend of Tarzan,2016,180000000,124051759,USA,6.6,29000
Flatliners,1990,26000000,61490000,USA,6.6,0
Eagle Eye,2008,80000000,101111837,USA,6.6,0
The Mechanic,2011,40000000,29113588,USA,6.6,16000
Dune,1984,40000000,27400000,USA,6.6,11000
Talladega Nights: The Ballad of Ricky Bobby,2006,73000000,148213377,USA,6.6,0
Contagion,2011,60000000,75638743,USA,6.6,42000
Joy,2015,60000000,56443482,USA,6.6,24000
The Good Thief,2002,25000000,3517797,France,6.6,287
Pocahontas,1995,55000000,141600000,USA,6.6,0
Prince of Persia: The Sands of Time,2010,200000000,90755643,USA,6.6,23000
Lethal Weapon 4,1998,140000000,129734803,USA,6.6,0
Hereafter,2010,50000000,32741596,USA,6.5,16000
Cloudy with a Chance of Meatballs 2,2013,78000000,119793567,USA,6.5,15000
Letters to Juliet,2010,30000000,53021560,USA,6.5,13000
Mr. & Mrs. Smith,2005,120000000,186336103,USA,6.5,0
Shortbus,2006,2000000,1984378,USA,6.5,0
Evil Dead,2013,17000000,54239856,USA,6.5,70000
Footloose,1984,8200000,80000000,USA,6.5,0
Dinosaur,2000,127500000,137748063,USA,6.5,0
Monsters vs. Aliens,2009,175000000,198332128,USA,6.5,0
The International,2009,50000000,25450527,USA,6.5,0
Let's Be Cops,2014,17000000,82389560,USA,6.5,14000
Fur: An Imaginary Portrait of Diane Arbus,2006,16800000,220914,USA,6.5,0
The DUFF,2015,8500000,34017854,USA,6.5,8000
She's Gotta Have It,1986,175000,7137502,USA,6.5,406
Dreamgirls,2006,70000000,103338338,USA,6.5,0
Extraordinary Measures,2010,31000000,11854694,USA,6.5,0
Road Trip,2000,15600000,68525609,USA,6.5,0
Phantasm II,1988,3000000,7282851,USA,6.5,812
Fireproof,2008,500000,33451479,USA,6.5,0
Instinct,1999,55000000,34098563,USA,6.5,0
Out of Time,2003,50000000,40905277,USA,6.5,1000
A Dangerous Method,2011,15000000,5702083,UK,6.5,36000
Down in the Valley,2005,8000000,568695,USA,6.5,412
Dead Man Down,2013,30000000,10880926,USA,6.5,0
Boynton Beach Club,2005,1500000,3123749,USA,6.5,88
The Crazies,2010,20000000,39103378,USA,6.5,0
"Remember Me, My Love",2003,5000000,223878,Italy,6.5,282
Sex Drive,2008,19000000,8396942,USA,6.5,0
Tomorrowland,2015,190000000,93417865,USA,6.5,37000
Groove,2000,500000,1114943,USA,6.5,0
For Love of the Game,1999,50000000,35168395,USA,6.5,0
Spanglish,2004,80000000,42044321,USA,6.5,0
The Good Girl,2002,5000000,14015786,USA,6.5,938
Pitch Perfect 2,2015,29000000,183436380,USA,6.5,40000
The Lost World: Jurassic Park,1997,73000000,229074524,USA,6.5,0
Freeheld,2015,7000000,532988,USA,6.5,0
Swordfish,2001,80000000,69772969,USA,6.5,0
Basic,2003,50000000,26536120,Germany,6.5,0
Middle of Nowhere,2012,200000,78030,USA,6.5,569
Youth in Revolt,2009,18000000,15281286,USA,6.5,0
Hoodwinked!,2005,17500000,51053787,USA,6.5,0
Brown Sugar,2002,8000000,27362712,USA,6.5,0
How to Lose Friends & Alienate People,2008,27000000,2775593,UK,6.5,0
Awake,2007,8600000,14373825,USA,6.5,0
Alice in Wonderland,2010,200000000,334185206,USA,6.5,24000
Tomorrow Never Dies,1997,110000000,125332007,UK,6.5,0
The Purge: Anarchy,2014,9000000,71519230,USA,6.5,15000
Crocodile Dundee,1986,8800000,174635000,Australia,6.5,0
Savages,2012,45000000,47307550,USA,6.5,28000
8MM,1999,40000000,36283504,Germany,6.5,0
Oculus,2013,5000000,27689474,USA,6.5,23000
Cellular,2004,25000000,32003620,USA,6.5,2000
Bamboozled,2000,10000000,2185266,USA,6.5,1000
Morning Glory,2010,40000000,30993544,USA,6.5,0
A Civil Action,1998,60000000,56702901,USA,6.5,1000
Top Five,2014,12000000,25277561,USA,6.5,0
Step Up,2006,12000000,65269010,USA,6.5,0
"Jeff, Who Lives at Home",2011,10000000,4244155,USA,6.5,0
Act of Valor,2012,12000000,70011073,USA,6.5,15000
Big Miracle,2012,40000000,20113965,USA,6.5,0
Blended,2014,40000000,46280507,USA,6.5,12000
The Joneses,2009,5000000,1474508,USA,6.5,0
Ladder 49,2004,55000000,74540762,USA,6.5,0
War of the Worlds,2005,132000000,234277056,USA,6.5,0
The Horse Whisperer,1998,60000000,75370763,USA,6.5,0
The Skeleton Key,2005,43000000,47806295,USA,6.5,0
Turbo,2013,135000000,83024900,USA,6.5,13000
The Ugly Truth,2009,38000000,88915214,USA,6.5,9000
Twilight Zone: The Movie,1983,10000000,29500000,USA,6.5,0
Mo' Better Blues,1990,10000000,16153600,USA,6.5,720
Charlie St. Cloud,2010,44000000,31136950,USA,6.5,0
Drop Dead Gorgeous,1999,10000000,10561238,Germany,6.5,0
Beyond Borders,2003,35000000,4426297,USA,6.5,0
Can't Hardly Wait,1998,10000000,25339117,USA,6.5,0
Big Trouble,2002,40000000,7262288,USA,6.5,892
Road House,1989,17000000,30050028,USA,6.5,0
Hav Plenty,1997,650000,2301777,USA,6.5,161
Dolphins and Whales 3D: Tribes of the Ocean,2008,6000000,7518876,UK,6.5,28
Here Comes the Boom,2012,42000000,45290318,USA,6.5,17000
The Mirror Has Two Faces,1996,42000000,41252428,USA,6.5,0
Recess: School's Out,2001,23000000,36696761,USA,6.5,227
The Mothman Prophecies,2002,32000000,35228696,USA,6.5,0
Naturally Native,1998,700000,10508,USA,6.5,102
Gone in Sixty Seconds,2000,90000000,101643008,USA,6.5,0
In the Land of Women,2007,10000000,11043445,USA,6.5,1000
Footloose,1984,8200000,80000000,USA,6.5,0
The Claim,2000,20000000,403932,UK,6.5,141
Hurricane Streets,1997,500000,334041,USA,6.5,51
Ira & Abby,2006,3500000,220234,USA,6.5,360
The Cotton Club,1984,58000000,25900000,USA,6.5,828
Stake Land,2010,650000,18469,USA,6.5,0
The Four Feathers,2002,35000000,18306166,UK,6.5,0
Killer Elite,2011,35000000,25093607,UK,6.5,17000
The Incredibly True Adventure of Two Girls in Love,1995,250000,1977544,USA,6.5,423
PCU,1994,8000000,4350774,USA,6.5,0
Snitch,2013,15000000,42919096,USA,6.5,12000
Choke,2008,3000000,2926565,USA,6.5,0
A Walk Among the Tombstones,2014,28000000,25977365,USA,6.5,15000
Olympus Has Fallen,2013,70000000,98895417,USA,6.5,45000
Step Up Revolution,2012,33000000,35057332,USA,6.5,19000
Snitch,2013,15000000,42919096,USA,6.5,12000
The Punisher,2004,33000000,33682273,USA,6.5,4000
Safe,2012,30000000,17120019,USA,6.5,12000
Slither,2006,15500000,7774730,Canada,6.5,0
The Village,2004,60000000,114195633,USA,6.5,0
Premium Rush,2012,35000000,20275446,USA,6.5,20000
Child's Play,1988,9000000,33244684,USA,6.5,0
The Grandmaster,2013,38600000,6594136,Hong Kong,6.5,13000
The Pelican Brief,1993,45000000,100768056,USA,6.5,0
Crazy/Beautiful,2001,14000000,16929123,USA,6.5,0
City of Ember,2008,55000000,7871693,USA,6.5,0
Sin City: A Dame to Kill For,2014,65000000,13750556,USA,6.5,32000
Margaret,2011,14000000,46495,USA,6.5,0
Changing Lanes,2002,45000000,66790248,USA,6.5,0
Caravans,1978,14000000,1000000,Iran,6.5,76
Mean Machine,2001,2500000,92191,UK,6.5,0
A Perfect Getaway,2009,14000000,15483540,USA,6.5,4000
You Kill Me,2007,4000000,2426851,USA,6.5,830
Night Watch,2004,4200000,1487477,Russia,6.5,0
Deterrence,1999,800000,144583,France,6.5,130
Funny Games,2007,15000000,1294640,USA,6.5,0
Jakob the Liar,1999,15000000,4956401,France,6.5,0
You've Got Mail,1998,65000000,115731542,USA,6.5,0
Star Wars: Episode I - The Phantom Menace,1999,115000000,474544677,USA,6.5,13000
Need for Speed,2014,66000000,43568507,USA,6.5,32000
Get Smart,2008,80000000,130313314,USA,6.5,0
The Living Wake,2007,500000,12055,USA,6.5,339
The Mighty Macs,2009,7000000,1889522,USA,6.5,797
The Blood of Heroes,1989,10000000,882290,Australia,6.5,999
Where the Truth Lies,2005,25000000,871527,Canada,6.5,507
The Basket,1999,1300000,609042,USA,6.5,117
The Other Side of Heaven,2001,7000000,4720371,USA,6.5,650
Stolen Summer,2002,1500000,119841,USA,6.5,304
Red Eye,2005,26000000,57859105,USA,6.5,0
The Giver,2014,25000000,45089048,South Africa,6.5,58000
"Me, Myself & Irene",2000,51000000,90567722,USA,6.5,0
Contraband,2012,25000000,66489425,USA,6.5,0
The Informant!,2009,21000000,33313582,USA,6.5,0
Homefront,2013,22000000,19783777,USA,6.5,15000
The Hangover Part II,2011,80000000,254455986,USA,6.5,56000
Pain & Gain,2013,26000000,49874933,USA,6.5,43000
The Claim,2000,20000000,403932,UK,6.5,141
The Replacements,2000,50000000,44737059,USA,6.5,0
In Good Company,2004,26000000,45489752,USA,6.5,736
The Expendables,2010,80000000,102981571,USA,6.5,57000
Stop-Loss,2008,25000000,10911750,USA,6.5,982
The Lone Ranger,2013,215000000,89289910,USA,6.5,48000
Session 9,2001,1500000,373967,USA,6.5,0
Daybreakers,2009,20000000,29975979,Australia,6.5,0
My Fellow Americans,1996,21500000,22294341,USA,6.5,758
Faster,2010,24000000,23225911,USA,6.5,12000
The Lucky One,2012,25000000,60443237,USA,6.5,29000
Alice in Wonderland,2010,200000000,334185206,USA,6.5,24000
Killing Zoe,1993,1500000,418953,France,6.5,853
Happy Feet,2006,100000000,197992827,USA,6.5,0
Kung Fu Killer,2014,25000000,129115,China,6.5,0
Wild Things,1998,20000000,29753944,USA,6.5,0
From Paris with Love,2010,52000000,23324666,France,6.5,0
Self/less,2015,26000000,12276810,USA,6.5,11000
Blood Ties,2013,25500000,41229,France,6.5,0
Underworld: Awakening,2012,70000000,62321039,USA,6.4,24000
Riding in Cars with Boys,2001,48000000,29781453,USA,6.4,0
Rio 2,2014,103000000,131536019,USA,6.4,0
Alien 3,1992,50000000,55473600,USA,6.4,0
What Women Want,2000,70000000,182805123,USA,6.4,0
The Faculty,1998,15000000,40064955,USA,6.4,0
White House Down,2013,150000000,73103784,USA,6.4,33000
Smilla's Sense of Snow,1997,35000000,2221994,Denmark,6.4,561
Beverly Hills Cop II,1987,28000000,153665036,USA,6.4,0
She's the Man,2006,20000000,33687630,USA,6.4,0
Hancock,2008,150000000,227946274,USA,6.4,0
Factory Girl,2006,7000000,1654367,USA,6.4,3000
New York Stories,1989,15000000,10763469,USA,6.4,877
Rat Race,2001,48000000,56607223,Canada,6.4,0
Ted 2,2015,68000000,81257500,USA,6.4,30000
Kate & Leopold,2001,48000000,47095453,USA,6.4,0
Because of Winn-Dixie,2005,14000000,32645546,USA,6.4,1000
The Sum of All Fears,2002,68000000,118471320,USA,6.4,0
The Interpreter,2005,80000000,72515360,UK,6.4,0
Keanu,2016,15000000,20566327,USA,6.4,0
Compliance,2012,270000,318622,USA,6.4,0
10th & Wolf,2006,8000000,53481,USA,6.4,294
Hamlet 2,2008,9000000,4881867,USA,6.4,1000
Winter Passing,2005,3500000,101228,USA,6.4,414
Terminator 3: Rise of the Machines,2003,200000000,150350192,USA,6.4,0
Anything Else,2003,18000000,3203044,USA,6.4,827
The Grace Card,2010,200000,2428241,USA,6.4,0
Air Force One,1997,85000000,172620724,USA,6.4,0
Naked Gun 33 1/3: The Final Insult,1994,30000000,51109400,USA,6.4,1000
The Hills Have Eyes,2006,15000000,41777564,USA,6.4,0
Minions,2015,74000000,336029560,USA,6.4,70000
Death to Smoochy,2002,55000000,8355815,UK,6.4,0
Alice Through the Looking Glass,2016,170000000,76846624,USA,6.4,30000
Roar,1981,17000000,2000000,USA,6.4,0
Varsity Blues,1999,16000000,52885587,USA,6.4,0
American Pie 2,2001,30000000,145096820,USA,6.4,0
Big Daddy,1999,34200000,163479795,USA,6.4,0
Night at the Museum,2006,110000000,250863268,USA,6.4,3000
Baby Boy,2001,16000000,28734552,USA,6.4,1000
Funny People,2009,75000000,51814190,USA,6.4,0
The Quiet,2005,900000,381186,USA,6.4,698
The Brass Teapot,2012,900000,6643,USA,6.4,0
The Number 23,2007,32000000,35063732,USA,6.4,10000
Love and Other Catastrophes,1996,250000,212285,Australia,6.4,46
Child 44,2015,50000000,1206135,Czech Republic,6.4,18000
Phenomenon,1996,32000000,104632573,USA,6.4,0
Dreaming of Joseph Lees,1999,2000000,7680,USA,6.4,100
Oz the Great and Powerful,2013,215000000,234903076,USA,6.4,60000
Star Trek: Insurrection,1998,58000000,70117571,USA,6.4,1000
Space Cowboys,2000,65000000,90454043,USA,6.4,0
The Woman in Black,2012,17000000,54322273,UK,6.4,29000
The Assassin,2015,15000000,613556,Taiwan,6.4,0
The Iron Lady,2011,13000000,29959436,UK,6.4,18000
Cliffhanger,1993,70000000,84049211,USA,6.4,0
Lucy,2014,40000000,126546825,France,6.4,83000
Project Almanac,2015,12000000,22331028,USA,6.4,0
Our Idiot Brother,2011,5000000,24809547,USA,6.4,11000
The World Is Not Enough,1999,135000000,126930660,UK,6.4,2000
Welcome to Collinwood,2002,12000000,333976,USA,6.4,423
The Life Before Her Eyes,2007,8000000,303439,USA,6.4,1000
Predators,2010,40000000,52000688,USA,6.4,17000
Behind Enemy Lines,2001,40000000,59068786,USA,6.4,0
Star Trek: Nemesis,2002,60000000,43119879,USA,6.4,0
17 Again,2009,20000000,64149837,USA,6.4,0
DragonHeart,1996,57000000,51317350,USA,6.4,0
The Producers,2005,45000000,19377727,USA,6.4,0
He's Just Not That Into You,2009,40000000,93952276,USA,6.4,12000
The Perfect Storm,2000,140000000,182618434,USA,6.4,0
Oz the Great and Powerful,2013,215000000,234903076,USA,6.4,60000
Double Jeopardy,1999,70000000,116735231,USA,6.4,0
Executive Decision,1996,55000000,68750000,USA,6.4,0
Jindabyne,2006,15000000,399879,Australia,6.4,302
There Goes My Baby,1994,10500000,125169,USA,6.4,119
Monsters,2010,500000,237301,UK,6.4,19000
The Mighty Ducks,1992,10000000,50752337,USA,6.4,0
The Day After Tomorrow,2004,125000000,186739919,USA,6.4,19000
Newlyweds,2011,9000,4584,USA,6.4,413
The Change-Up,2011,52000000,37035845,USA,6.4,13000
Outside Providence,1999,7000000,7292175,USA,6.4,0
Goosebumps,2015,58000000,80021740,USA,6.4,35000
Love in the Time of Cholera,2007,45000000,4584886,USA,6.4,0
The Taking of Pelham 1 2 3,2009,100000000,65452312,USA,6.4,0
Rambo: First Blood Part II,1985,44000000,150415432,USA,6.4,0
Goosebumps,2015,58000000,80021740,USA,6.4,35000
The Blair Witch Project,1999,60000,140530114,USA,6.4,0
Final Fantasy: The Spirits Within,2001,137000000,32131830,USA,6.4,0
Paper Towns,2015,12000000,31990064,USA,6.4,0
Colombiana,2011,40000000,36665854,France,6.4,15000
Van Wilder: Party Liaison,2002,6000000,21005329,Germany,6.4,0
Dead Snow,2009,800000,41709,Norway,6.4,23000
Mona Lisa Smile,2003,65000000,63695760,USA,6.4,0
The Dictator,2012,65000000,59617068,USA,6.4,59000
The Losers,2010,25000000,23527955,USA,6.4,0
The Man in the Iron Mask,1998,35000000,56876365,USA,6.4,0
The Messenger: The Story of Joan of Arc,1999,390000000,14131298,France,6.4,0
Death Becomes Her,1992,55000000,58422650,USA,6.4,8000
Death Race,2008,45000000,36064910,USA,6.4,0
Bowfinger,1999,55000000,66365290,USA,6.4,0
Star Trek: The Motion Picture,1979,35000000,82300000,USA,6.4,0
"Hail, Caesar!",2016,22000000,29997095,UK,6.4,23000
Dolphin Tale 2,2014,36000000,42019483,USA,6.4,0
Hot Tub Time Machine,2010,36000000,50213619,USA,6.4,12000
Salt,2010,110000000,118311368,USA,6.4,23000
Switchback,1997,37000000,6482195,USA,6.4,389
Diary of a Wimpy Kid: Dog Days,2012,22000000,49002815,USA,6.4,0
Riddick,2013,38000000,41997790,USA,6.4,39000
Dirty Work,1998,13000000,9975684,Canada,6.4,679
Delivery Man,2013,26000000,30659817,USA,6.4,0
Grudge Match,2013,40000000,29802761,USA,6.4,12000
Everything Must Go,2010,5000000,2711210,USA,6.4,0
The Scorch Trials,2015,61000000,81687587,USA,6.4,24000
How to Lose a Guy in 10 Days,2003,50000000,105807520,USA,6.4,0
Solitary Man,2009,15000000,4360548,USA,6.4,0
Made,2001,5000000,5308707,USA,6.4,393
The Santa Clause,1994,22000000,144833357,USA,6.4,0
Brokedown Palace,1999,25000000,10114315,USA,6.4,0
Last Holiday,2006,45000000,38360195,USA,6.4,0
Marie Antoinette,2006,40000000,15962471,USA,6.4,0
Freakonomics,2010,3000000,100675,USA,6.4,0
The Quick and the Dead,1995,32000000,18636537,Japan,6.4,0
W.,2008,25100000,25517500,USA,6.4,0
New Nightmare,1994,8000000,18090181,USA,6.4,0
Northfork,2003,1900000,1420578,USA,6.4,298
Ninja Assassin,2009,40000000,38105077,USA,6.4,0
Brooklyn Rules,2007,8000000,398420,USA,6.4,226
Shrek Forever After,2010,165000000,238371987,USA,6.4,0
Muppets Most Wanted,2014,50000000,51178893,USA,6.4,10000
The Raven,2012,26000000,16005978,USA,6.4,35000
The Invention of Lying,2009,18500000,18439082,USA,6.4,13000
Neighbors,2014,18000000,150056505,USA,6.4,21000
Shade,2003,6800000,10696,USA,6.4,413
Pooh's Heffalump Movie,2005,20000000,18081626,USA,6.4,264
Once Upon a Time in Mexico,2003,29000000,55845943,USA,6.4,0
Click,2006,70000000,137340146,USA,6.4,7000
Keeping the Faith,2000,30000000,37036404,USA,6.4,0
Elizabethtown,2005,57000000,26838389,USA,6.4,0
Mindhunters,2004,27000000,4476235,USA,6.4,2000
She's Out of My League,2010,20000000,31584722,USA,6.4,0
Blood Work,2002,50000000,26199517,USA,6.4,705
Rapa Nui,1994,20000000,305070,USA,6.4,399
The Longest Yard,2005,82000000,158115031,USA,6.4,0
The Yards,2000,24000000,882710,USA,6.4,401
Flawless,1999,15000000,4485485,USA,6.4,0
Burlesque,2010,55000000,39440655,USA,6.4,19000
Leap Year,2010,19000000,12561,USA,6.4,13000
Bandslam,2009,20000000,5205343,USA,6.4,1000
Be Kind Rewind,2008,20000000,11169531,UK,6.4,0
The Singles Ward,2002,500000,1250798,USA,6.4,43
Fright Night,2011,30000000,18298649,USA,6.4,23000
Ocean's Twelve,2004,110000000,125531634,USA,6.4,0
The House of the Devil,2009,900000,100659,USA,6.4,0
Just Go with It,2011,80000000,103028109,USA,6.4,19000
The Last Stand,2013,45000000,12026670,USA,6.4,24000
The Siege,1998,70000000,40932372,USA,6.3,0
Dracula Untold,2014,70000000,55942830,USA,6.3,37000
Transporter 2,2005,32000000,43095600,France,6.3,0
Somewhere,2010,7000000,1768416,USA,6.3,0
In & Out,1997,35000000,63826569,USA,6.3,0
The Family Stone,2005,17000000,6061759,USA,6.3,0
Triple 9,2016,20000000,12626905,USA,6.3,0
47 Ronin,2013,175000000,38297305,USA,6.3,35000
March or Die,1977,9000000,1000000,UK,6.3,122
Trainwreck,2015,35000000,110008260,Japan,6.3,25000
Wall Street: Money Never Sleeps,2010,70000000,52474616,USA,6.3,13000
No Reservations,2007,28000000,43097652,USA,6.3,0
Don't Say a Word,2001,50000000,54997476,USA,6.3,970
Out Cold,2001,11000000,13903262,USA,6.3,0
Tango & Cash,1989,55000000,63408614,USA,6.3,0
While We're Young,2014,10000000,7574066,USA,6.3,0
Paranormal Activity,2007,15000,107917283,USA,6.3,12000
Evita,1996,55000000,49994804,USA,6.3,0
Peggy Sue Got Married,1986,18000000,41382841,USA,6.3,0
Intolerable Cruelty,2003,60000000,35096190,USA,6.3,0
Lone Wolf McQuade,1983,5000000,12200000,USA,6.3,0
Thunder and the House of Magic,2013,34000000,4091,Belgium,6.3,0
Before I Go to Sleep,2014,22000000,2963012,UK,6.3,11000
My Name Is Bruce,2007,1500000,173066,USA,6.3,0
War,2007,25000000,22466994,USA,6.3,0
Cavite,2005,7000,70071,Philippines,6.3,74
Femme Fatale,2002,35000000,6592103,France,6.3,675
The Adventures of Ford Fairlane,1990,40000000,21413502,USA,6.3,2000
Hart's War,2002,60000000,19076815,USA,6.3,997
Gremlins 2: The New Batch,1990,50000000,41482207,USA,6.3,0
My Best Friend's Wedding,1997,46000000,126805112,USA,6.3,0
To Rome with Love,2012,17000000,16684352,USA,6.3,18000
For Your Consideration,2006,12000000,5542025,USA,6.3,650
Cyrus,2010,7000000,7455447,USA,6.3,0
Psycho Beach Party,2000,1500000,265107,Australia,6.3,614
Married Life,2007,12000000,1506998,USA,6.3,314
Kansas City,1996,19000000,1292527,France,6.3,228
Crazy in Alabama,1999,15000000,1954202,USA,6.3,391
Space Jam,1996,80000000,90443603,USA,6.3,0
Alien: Resurrection,1997,75000000,47748610,USA,6.3,0
Take Me Home Tonight,2011,23000000,6923891,USA,6.3,0
Knight and Day,2010,117000000,76418654,USA,6.3,11000
Ella Enchanted,2004,35000000,22913677,USA,6.3,0
Celebrity,1998,12000000,5032496,USA,6.3,652
A Dog of Flanders,1999,7000000,2148212,USA,6.3,157
Mr. Bean's Holiday,2007,25000000,32553210,UK,6.3,0
You Will Meet a Tall Dark Stranger,2010,22000000,3247816,USA,6.3,0
I Spit on Your Grave,2010,2000000,92401,USA,6.3,17000
Hardball,2001,21000000,40219708,USA,6.3,0
The Big Tease,1999,4000000,185577,UK,6.3,182
An Everlasting Piece,2000,14000000,75078,USA,6.3,132
Taken 2,2012,45000000,139852971,France,6.3,63000
The Boondock Saints II: All Saints Day,2009,8000000,10269307,USA,6.3,0
Horrible Bosses 2,2014,42000000,54414716,USA,6.3,12000
This Means War,2012,65000000,54758461,USA,6.3,18000
After the Sunset,2004,58000000,28328132,USA,6.3,782
Formula 51,2001,28000000,5204007,UK,6.3,0
The Cell,2000,33000000,61280963,USA,6.3,0
Assassins,1995,50000000,30306268,France,6.3,0
"Happy, Texas",1999,1700000,1943649,USA,6.3,374
TMNT,2007,34000000,54132596,Hong Kong,6.3,0
Anchorman 2: The Legend Continues,2013,50000000,2175312,USA,6.3,41000
Dear John,2010,25000000,80014842,USA,6.3,14000
The Jackal,1997,60000000,54910560,USA,6.3,0
Young Adult,2011,12000000,16300302,USA,6.3,0
Wimbledon,2004,31000000,16831505,UK,6.3,0
Paycheck,2003,60000000,53789313,USA,6.3,0
Country Strong,2010,15000000,20218921,Official site,6.3,0
Connie and Carla,2004,20000000,8054280,USA,6.3,924
Along Came a Spider,2001,60000000,74058698,USA,6.3,0
The November Man,2014,15000000,24984868,USA,6.3,0
Tadpole,2000,150000,2882062,USA,6.3,132
The River Wild,1994,45000000,46815748,USA,6.3,0
Mamma Mia!,2008,52000000,143704210,USA,6.3,10000
Astro Boy,2009,65000000,19548064,Hong Kong,6.3,0
Barbershop,2002,12000000,75074950,USA,6.3,770
Gods and Generals,2003,56000000,12870569,USA,6.3,953
Johnny English Reborn,2011,45000000,8129455,USA,6.3,17000
Jack the Giant Slayer,2013,195000000,65171860,USA,6.3,22000
Devil,2010,10000000,33583175,USA,6.3,16000
Meet the Fockers,2004,80000000,279167575,USA,6.3,0
Blades of Glory,2007,61000000,118153533,USA,6.3,0
The Internship,2013,58000000,44665963,USA,6.3,22000
Hope Springs,2012,30000000,63536011,USA,6.3,0
Hitman,2007,24000000,39687528,France,6.3,0
Assault on Precinct 13,2005,20000000,19976073,USA,6.3,999
Mars Attacks!,1996,70000000,37754208,USA,6.3,0
Endless Love,2014,20000000,23393765,USA,6.3,0
Tiny Furniture,2010,65000,389804,USA,6.3,0
Resident Evil: Extinction,2007,45000000,50648679,France,6.3,0
Sydney White,2007,16500000,11702090,USA,6.3,0
Risen,2016,20000000,36874745,USA,6.3,21000
Repo Men,2010,32000000,13763130,USA,6.3,12000
The Brothers,2001,6000000,27457409,USA,6.3,478
Letters to God,2010,3500000,2848578,USA,6.3,0
Edmond,2005,10000000,131617,USA,6.3,661
A View to a Kill,1985,30000000,50300000,UK,6.3,0
Transcendence,2014,100000000,23014504,UK,6.3,37000
A Very Harold & Kumar 3D Christmas,2011,19000000,35033759,USA,6.3,21000
Deadfall,2012,12000000,65804,USA,6.3,0
Twister,1996,92000000,241688385,USA,6.3,0
The Astronaut Farmer,2006,13000000,10996440,USA,6.3,862
The Tigger Movie,2000,30000000,45542421,USA,6.3,347
Insurgent,2015,110000000,129995817,USA,6.3,27000
One Night with the King,2006,20000000,13391174,USA,6.3,0
Very Bad Things,1998,10000000,9801782,USA,6.3,0
Beerfest,2006,17500000,19179969,USA,6.3,0
High Crimes,2002,42000000,41543207,USA,6.3,893
Bran Nue Dae,2009,6500000,110029,Australia,6.3,479
Ace Ventura: When Nature Calls,1995,30000000,108360000,USA,6.3,0
The American,2010,20000000,35596227,USA,6.3,10000
Nurse Betty,2000,24000000,25167270,Germany,6.3,455
Chloe,2009,11000000,3074838,USA,6.3,0
Criminal,2016,31500000,14268533,UK,6.3,0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,135000000,81638674,USA,6.3,12000
Moonraker,1979,34000000,62700000,UK,6.3,0
The Deep End of the Ocean,1999,40000000,13376506,USA,6.3,579
The Broadway Melody,1929,379000,2808000,USA,6.3,167
Arachnophobia,1990,31000000,53133888,USA,6.3,0
Beowulf,2007,150000000,82161969,USA,6.3,3000
Cars 2,2011,200000000,191450875,USA,6.3,10000
Going the Distance,2010,32000000,17797316,USA,6.3,0
Code 46,2003,7500000,197148,UK,6.3,0
American Wedding,2003,55000000,104354205,USA,6.3,0
Party Monster,2003,5000000,296665,USA,6.3,0
Transformers: Dark of the Moon,2011,195000000,352358779,USA,6.3,46000
Blue Streak,1999,65000000,68208190,USA,6.3,0
The General's Daughter,1999,95000000,102678089,USA,6.3,885
Surrogates,2009,80000000,38542418,USA,6.3,0
The Sticky Fingers of Time,1997,250000,18195,USA,6.3,67
Robots,2005,75000000,128200012,USA,6.3,0
The Angry Birds Movie,2016,73000000,107225164,USA,6.3,14000
Date Night,2010,55000000,98711404,USA,6.3,0
The Mummy Returns,2001,98000000,202007640,USA,6.3,0
Kill List,2011,500000,26297,UK,6.3,0
Tin Cup,1996,45000000,53854588,USA,6.3,1000
