title,budget,runtime,revenue,vote_average,vote_count,year,country
Shooter,61000000,124.0,95696996,6.9,1462,2007,US
Extremely Loud & Incredibly Close,40000000,129.0,55247881,6.9,708,2011,US
Divergent,85000000,139.0,288747895,6.9,4663,2014,US
American Graffiti,777000,110.0,140000000,6.9,324,1973,US
Little Children,26000000,136.0,14821658,6.9,240,2006,US
Galaxy Quest,45000000,102.0,90683916,6.9,710,1999,US
Clueless,12000000,97.0,0,6.9,803,1995,US
Grosse Pointe Blank,0,107.0,28084357,6.9,275,1997,US
Far from Heaven,13500000,107.0,29027914,6.9,144,2002,US
From Russia with Love,2000000,115.0,78898765,6.9,760,1963,GB
Fish Tank,3000000,123.0,2357852,6.9,250,2009,GB
Men in Black,90000000,98.0,589390539,6.9,4412,1997,US
Dogtooth,0,94.0,110197,6.9,332,2009,GR
Thirteen Days,80000000,145.0,34566746,6.9,189,2000,US
Bound,4500000,108.0,7011317,6.9,198,1996,US
Sideways,16000000,126.0,109502303,6.9,478,2004,US
P.S. I Love You,30000000,126.0,156835339,6.9,977,2007,US
Master and Commander: The Far Side of the World,150000000,138.0,212011111,6.9,790,2003,US
Ghost,22000000,127.0,505000000,6.9,1339,1990,US
A Simple Plan,0,121.0,0,6.9,187,1998,US
Day of the Dead,3500000,96.0,34000000,6.9,270,1985,US
The Walk,35000000,123.0,61181942,6.9,1121,2015,US
Safe Haven,28000000,115.0,97594140,6.9,823,2013,US
Blue Ruin,0,90.0,258384,6.9,462,2014,US
Transamerica,1000000,103.0,13350369,6.9,144,2005,US
Becoming Jane,16500000,120.0,37311672,6.9,317,2007,GB
Stargate: The Ark of Truth,7000000,97.0,8900000,6.9,140,2008,CA
Think Like a Man,12000000,122.0,96070507,6.9,281,2012,US
Die Hard: With a Vengeance,90000000,128.0,366101666,6.9,2066,1995,US
Remember Me,20000000,113.0,0,6.9,948,2010,US
Marley & Me,60000000,115.0,244082376,6.9,1343,2008,US
2046,12000000,129.0,19271312,6.9,206,2004,DE
Rabbit Hole,5000000,91.0,5129058,6.9,165,2010,US
The Crying Game,3705538,112.0,62548947,6.9,176,1992,JP
Rounders,12000000,121.0,22921898,6.9,439,1998,US
RockNRolla,18000000,114.0,25739015,6.9,836,2008,GB
Ravenous,12000000,100.0,0,6.9,141,1999,CZ
Shakespeare in Love,25000000,122.0,289317794,6.8,796,1998,US
Micmacs,33000000,100.0,14000000,6.8,148,2009,FR
Spider-Man,139000000,121.0,821708551,6.8,5265,2002,US
Pitch Perfect 2,29000000,115.0,287506194,6.8,1940,2015,US
Chocolat,25000000,121.0,152500343,6.8,951,2000,GB
Dawn of the Dead,28000000,101.0,102356381,6.8,1016,2004,US
Charlie St. Cloud,44000000,99.0,48190704,6.8,566,2010,US
8 Mile,41000000,110.0,215000000,6.8,1626,2002,US
The Road,32000000,111.0,27635305,6.8,1087,2009,US
Beasts of the Southern Wild,1800000,93.0,21107746,6.8,403,2012,US
The Spectacular Now,2500000,95.0,6854611,6.8,1048,2013,US
Ever After: A Cinderella Story,26000000,121.0,65705772,6.8,399,1998,US
A Bug's Life,120000000,95.0,363258859,6.8,2303,1998,US
American Hustle,40000000,138.0,251171807,6.8,2807,2013,US
The Believer,1500000,98.0,416925,6.8,151,2001,US
The Jacket,29000000,103.0,21126225,6.8,455,2005,DE
The Diary of a Teenage Girl,2000000,98.0,1477002,6.8,279,2015,US
Kids,1500000,91.0,7412216,6.8,279,1995,US
X2,110000000,133.0,407711549,6.8,3506,2003,US
Insidious,1500000,103.0,97009150,6.8,1737,2010,US
The Water Diviner,22500000,112.0,15520023,6.8,431,2014,AU
Robot & Frank,2500000,85.0,3325038,6.8,450,2012,US
Brothers,26000000,104.0,43318349,6.8,633,2009,US
Insomnia,46000000,118.0,113714830,6.8,1148,2002,US
Home,135000000,94.0,368871007,6.8,1519,2015,US
The Constant Gardener,25000000,129.0,82466670,6.8,417,2005,CN
The Lucky One,25000000,101.0,99357138,6.8,946,2012,US
That Thing You Do!,0,108.0,34585416,6.8,225,1996,US
Winter's Bone,2000000,100.0,13831503,6.8,565,2010,US
Mission: Impossible - Ghost Protocol,145000000,133.0,694713380,6.8,3972,2011,CZ
Bright Star,8500000,119.0,4440055,6.8,107,2009,GB
The Croods,135000000,98.0,585178928,6.8,2399,2013,US
Dressed to Kill,6500000,105.0,31899000,6.8,157,1980,US
Mallrats,6000000,94.0,2122561,6.8,392,1995,US
Face/Off,80000000,138.0,245676146,6.8,1583,1997,US
"Paris, je t'aime",13000000,120.0,4857367,6.8,207,2006,FR
Fahrenheit 9/11,6000000,122.0,119114517,6.8,397,2004,US
Any Given Sunday,55000000,163.0,100230832,6.8,422,1999,US
Safety Not Guaranteed,750000,85.0,4007792,6.8,556,2012,US
The Guard,6000000,96.0,19560274,6.8,372,2011,IE
Quills,13500000,124.0,7060876,6.8,128,2000,DE
11:14,6000000,86.0,0,6.8,206,2003,CA
Cool Runnings,14000000,98.0,154864401,6.8,491,1993,US
The Protector,6000000,108.0,27165581,6.8,167,2005,TH
Chariots of Fire,5500000,123.0,58972904,6.8,207,1981,GB
Speed,30000000,116.0,350448145,6.8,1783,1994,US
Never Let Me Go,15000000,104.0,9455232,6.8,737,2010,GB
The Patriot,110000000,165.0,215294342,6.8,1099,2000,DE
Bambi,858000,70.0,267447150,6.8,1405,1942,US
10 Cloverfield Lane,15000000,103.0,108286421,6.8,2468,2016,US
The Place Beyond the Pines,15000000,140.0,35485608,6.8,1653,2013,US
Hard Candy,950000,103.0,7022209,6.8,701,2005,US
"20,000 Leagues Under the Sea",5000000,127.0,28200000,6.8,157,1954,US
Hotel Transylvania,85000000,91.0,358375603,6.8,2566,2012,US
The Prince of Egypt,70000000,99.0,218613188,6.8,817,1998,US
La Bamba,6500000,108.0,54215416,6.8,116,1987,US
Spy Game,92000000,126.0,143049560,6.8,579,2001,GB
What Dreams May Come,85000000,113.0,71485043,6.8,577,1998,NZ
Crazy Heart,7000000,112.0,39462438,6.8,274,2009,US
The Lost Boys,8500000,97.0,32222567,6.8,538,1987,US
The Savages,0,114.0,0,6.8,110,2007,US
Another Earth,100000,92.0,1776935,6.8,527,2011,US
Swingers,200000,94.0,4505922,6.8,253,1996,US
Dirty Pretty Things,0,97.0,0,6.8,131,2002,GB
Big Eyes,10000000,105.0,28883511,6.8,1196,2014,CA
Dogma,10000000,130.0,30652890,6.8,823,1999,US
Secretariat,35000000,123.0,60251371,6.8,103,2010,US
Radio,32000000,109.0,52277485,6.8,141,2003,US
X-Men,75000000,104.0,296339527,6.8,4097,2000,US
An Education,7500000,100.0,26096852,6.8,409,2009,GB
Narc,6500000,105.0,12633747,6.8,142,2002,CA
Iron Man 3,200000000,130.0,1215439994,6.8,8806,2013,CN
"Good Night, and Good Luck.",7000000,93.0,54600000,6.8,273,2005,FR
Capote,7000000,114.0,49084830,6.8,384,2005,CA
Desperado,7000000,104.0,25405445,6.8,881,1995,US
The Descent,0,99.0,0,6.8,1005,2005,GB
We're the Millers,37000000,110.0,269994119,6.8,2972,2013,US
Brother,12000000,114.0,15250000,6.8,107,2000,GB
The Fountain,35000000,96.0,15304890,6.8,827,2006,US
The Queen,15000000,103.0,123384128,6.8,338,2006,FR
Whatever Works,15000000,92.0,35097815,6.8,350,2009,FR
The Curse of the Were-Rabbit,30000000,85.0,192452832,6.8,643,2005,GB
Gosford Park,19800000,137.0,87754044,6.8,246,2001,DE
The Class,0,128.0,28814580,6.8,174,2008,FR
Bottle Rocket,7000000,91.0,560069,6.8,281,1996,US
Non-Stop,50000000,106.0,222809600,6.8,2268,2014,FR
Jersey Boys,40000000,134.0,67347013,6.8,255,2014,US
Steve Jobs,30000000,122.0,34441873,6.8,1573,2015,US
Grindhouse,67000000,191.0,25037897,6.8,459,2007,US
The Full Monty,3500000,91.0,257850122,6.8,363,1997,GB
Ladyhawke,20000000,121.0,18432000,6.8,260,1985,US
Winnie the Pooh,30000000,63.0,14460000,6.8,258,2011,US
A Scanner Darkly,8700000,100.0,7659918,6.8,532,2006,US
The Hunchback of Notre Dame,100000000,91.0,100138851,6.8,1129,1996,US
The Brothers Bloom,20000000,114.0,5530764,6.8,203,2008,US
North Country,35000000,126.0,25224242,6.8,125,2005,US
The DUFF,8500000,100.0,43528634,6.8,1322,2015,US
Beginners,3200000,105.0,5332926,6.8,347,2010,US
Amistad,36000000,155.0,74000000,6.8,316,1997,US
The Negotiator,50000000,140.0,44547681,6.8,582,1998,DE
Highlander,16000000,116.0,5900000,6.8,624,1986,GB
42,40000000,128.0,95020213,6.8,787,2013,US
Max,20000000,111.0,43967255,6.8,276,2015,US
Beverly Hills Cop,15000000,105.0,316360478,6.8,961,1984,US
Thor: The Dark World,170000000,112.0,644571402,6.8,4755,2013,US
The Sweet Hereafter,5000000,112.0,3263585,6.8,103,1997,CA
Welcome to the Sticks,11000000,106.0,53191886,6.8,615,2008,FR
True Lies,115000000,141.0,378882411,6.8,1116,1994,US
The Thirteenth Floor,16000000,100.0,18564088,6.8,378,1999,US
A.I. Artificial Intelligence,100000000,146.0,235926552,6.8,1974,2001,US
Water for Elephants,38000000,120.0,114156230,6.7,850,2011,US
The Merchant of Venice,0,138.0,0,6.7,144,2004,GB
Wicker Park,30000000,114.0,13001257,6.7,157,2004,US
The Matrix Reloaded,150000000,138.0,738599701,6.7,3443,2003,AU
Waitress,2000000,108.0,22179430,6.7,129,2007,US
Cleopatra,31115000,248.0,71000000,6.7,146,1963,GB
Charlie and the Chocolate Factory,150000000,115.0,474968763,6.7,3624,2005,AU
"Sex, Lies, and Videotape",1200000,100.0,0,6.7,185,1989,US
Star Trek VI: The Undiscovered Country,27000000,113.0,96900000,6.7,413,1991,US
An Unfinished Life,30000000,108.0,18618284,6.7,161,2005,US
Closer,27000000,104.0,115505027,6.7,811,2004,US
Dolphin Tale,37000000,113.0,95404397,6.7,163,2011,US
Eight Below,40000000,120.0,120455994,6.7,542,2006,US
Mr. Peabody & Sherman,145000000,92.0,272912430,6.7,843,2014,US
A League of Their Own,40000000,128.0,107458785,6.7,354,1992,US
Spider-Man 2,200000000,127.0,783766341,6.7,4321,2004,US
In Time,40000000,109.0,173930596,6.7,3417,2011,US
The Doors,38000000,140.0,34416893,6.7,275,1991,US
Chasing Amy,250000,113.0,12021272,6.7,433,1997,US
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,143.0,748806957,6.7,2629,2005,GB
Obvious Child,0,83.0,3123963,6.7,187,2014,US
The SpongeBob SquarePants Movie,30000000,87.0,140161792,6.7,574,2004,US
Wristcutters: A Love Story,0,88.0,0,6.7,160,2006,GB
Martha Marcy May Marlene,0,101.0,3538446,6.7,277,2011,US
The Jungle Book,175000000,106.0,966550600,6.7,2892,2016,GB
The Addams Family,30000000,99.0,191502426,6.7,848,1991,US
Up in the Air,25000000,109.0,163670000,6.7,1205,2009,US
Repo Man,1500000,92.0,2300000,6.7,144,1984,US
Rent,40000000,135.0,31670620,6.7,155,2005,US
About Schmidt,30000000,125.0,105834556,6.7,362,2002,US
Four Brothers,45000000,109.0,92374674,6.7,607,2005,US
The Proposal,40000000,108.0,317375031,6.7,1804,2009,US
Kung Fu Panda 2,150000000,91.0,665692281,6.7,1880,2011,US
The Time Traveler's Wife,39000000,107.0,101229792,6.7,798,2009,US
The Skeleton Twins,0,90.0,5284309,6.7,292,2014,US
Brave,185000000,93.0,538983207,6.7,4641,2012,US
The Young and Prodigious T.S. Spivet,33000000,105.0,9494789,6.7,232,2013,CA
The Rainmaker,40000000,135.0,45916769,6.7,235,1997,US
Alive,32000000,120.0,36733909,6.7,374,1993,US
An Inconvenient Truth,1000000,100.0,46243000,6.7,251,2006,US
Scrooged,0,101.0,60328000,6.7,390,1988,US
Pacific Rim,180000000,131.0,407602906,6.7,4794,2013,US
Bubba Ho-tep,1000000,92.0,0,6.7,191,2002,US
Step Up Revolution,33000000,99.0,140470746,6.7,663,2012,US
World War Z,200000000,116.0,531865000,6.7,5560,2013,US
Snowpiercer,39200000,126.0,86758912,6.7,2854,2013,KR
Napoleon Dynamite,400000,95.0,46118097,6.7,554,2004,US
Margin Call,3500000,107.0,19504039,6.7,524,2011,US
21 Jump Street,42000000,109.0,201585328,6.7,4074,2012,US
Whip It,15000000,111.0,16633035,6.7,357,2009,US
Seabiscuit,87000000,141.0,148336445,6.7,216,2003,US
Beyond Borders,35000000,127.0,0,6.7,110,2003,DE
Wag the Dog,15000000,97.0,64256513,6.7,270,1997,US
The Return of the Pink Panther,5000000,113.0,41833347,6.7,137,1975,GB
The Holiday,85000000,136.0,194168700,6.7,1225,2006,GB
Enemy of the State,90000000,132.0,250649836,6.7,1240,1998,US
The Importance of Being Earnest,0,97.0,0,6.7,127,2002,FR
Starship Troopers,105000000,129.0,121214377,6.7,1560,1997,US
Arthur Christmas,0,97.0,0,6.7,333,2011,US
State of Play,60000000,127.0,87784194,6.7,484,2009,FR
Romeo + Juliet,14500000,120.0,147298761,6.7,1374,1996,US
Born on the Fourth of July,14000000,145.0,161001698,6.7,395,1989,US
Creepshow,8000000,120.0,21028755,6.7,226,1982,US
ParaNorman,60000000,90.0,107139399,6.7,789,2012,US
No Escape,5000000,103.0,54418872,6.7,777,2015,US
Now You See Me 2,90000000,129.0,334901337,6.7,3235,2016,CA
Top Gun,15000000,110.0,356830601,6.7,1698,1986,US
Zulu,16000000,110.0,0,6.7,172,2013,ZA
Kung Fu Panda 3,145000000,95.0,521170825,6.7,1603,2016,CN
Vicky Cristina Barcelona,15000000,96.0,96408652,6.7,1020,2008,US
Valkyrie,75000000,121.0,200276000,6.7,1173,2008,DE
Atlantis: The Lost Empire,120000000,95.0,186053725,6.7,1224,2001,US
Green Room,5000000,95.0,3220371,6.7,683,2016,US
Ronin,55000000,122.0,41610884,6.7,658,1998,FR
The Best Man Holiday,17000000,123.0,71625195,6.7,110,2013,US
Cinderella,95000000,105.0,543514353,6.7,2374,2015,GB
The Railway Man,18000000,116.0,22309223,6.7,273,2013,AU
Labor Day,18000000,111.0,20275812,6.7,299,2013,US
Young Sherlock Holmes,18000000,109.0,0,6.7,167,1985,US
Flags of Our Fathers,90000000,132.0,65900249,6.7,526,2006,US
Secretary,4000000,104.0,9304609,6.7,376,2002,US
Seven Psychopaths,15000000,110.0,19422261,6.7,1206,2012,GB
Mission: Impossible,80000000,110.0,457696359,6.7,2631,1996,US
This Is It,60000000,111.0,0,6.7,247,2009,US
Lincoln,65000000,149.0,275293450,6.7,1429,2012,IN
Election,0,99.0,0,6.7,270,1999,US
Shrek 2,150000000,93.0,919838758,6.7,2988,2004,US
Easy A,8000000,92.0,74952305,6.7,2210,2010,US
We Were Soldiers,75000000,138.0,114660784,6.7,521,2002,DE
The Gift,5000000,108.0,58978653,6.7,1049,2015,US
Bill & Ted's Excellent Adventure,10000000,90.0,40485039,6.7,454,1989,US
The Color of Money,13800000,119.0,52293982,6.7,291,1986,US
Escape Plan,50000000,115.0,122915111,6.7,1659,2013,US
The Score,68000000,124.0,71069884,6.7,423,2001,DE
Independence Day,75000000,145.0,816969268,6.7,3260,1996,US
Harry Brown,7300000,103.0,10329747,6.7,348,2009,GB
Red Dragon,78000000,124.0,209196298,6.7,1115,2002,DE
Phone Booth,13000000,81.0,97837138,6.7,1062,2002,US
"Definitely, Maybe",0,112.0,55447968,6.7,620,2008,FR
Cypher,7500000,95.0,0,6.7,192,2002,US
Miracles from Heaven,16000000,117.0,77000000,6.7,186,2016,US
The Host,11000000,119.0,88489643,6.7,537,2006,KR
Focus,50100000,105.0,153962963,6.7,2542,2015,US
We Are Marshall,65000000,124.0,43545364,6.7,186,2006,US
The Edge,0,117.0,43312294,6.7,349,1997,US
Hesher,7000000,106.0,382946,6.7,212,2010,US
Oliver Twist,50000000,130.0,42093706,6.7,274,2005,CZ
Everest,55000000,121.0,203427584,6.7,1772,2015,IS
Step Up,12000000,104.0,114194847,6.7,1060,2006,US
Hotel Transylvania 2,80000000,89.0,473226958,6.7,1497,2015,US
Cold Mountain,79000000,154.0,173013509,6.7,533,2003,US
Antwone Fisher,12500000,120.0,23367586,6.7,137,2002,US
Best in Show,0,90.0,0,6.7,166,2000,US
The Mist,18000000,126.0,57096190,6.7,1399,2007,US
The Horse Whisperer,60000000,170.0,186883563,6.7,292,1998,US
Zero Dark Thirty,40000000,157.0,132820716,6.7,1702,2012,US
Pocahontas,55000000,81.0,346079773,6.7,1457,1995,US
Hang 'em High,1800000,114.0,6800000,6.7,192,1968,US
Endless Love,20000000,103.0,34077920,6.7,542,2014,US
The World's End,20000000,109.0,46089287,6.7,1778,2013,GB
Sinister,3000000,110.0,77712439,6.7,1573,2012,US
The Ghost Writer,45000000,128.0,60222298,6.7,670,2010,DE
Orphan,20000000,123.0,41596251,6.7,1261,2009,CA
Holes,20000000,117.0,0,6.7,383,2003,US
The Descendants,20000000,115.0,177243185,6.7,934,2011,US
School of Rock,35000000,108.0,131282949,6.7,1414,2003,DE
eXistenZ,15000000,97.0,2856712,6.7,475,1999,CA
Revolutionary Road,35000000,119.0,75225693,6.7,796,2008,GB
Bananas,2000000,82.0,11833696,6.7,165,1971,US
Eden Lake,0,91.0,3983997,6.7,406,2008,GB
Away We Go,17000000,98.0,14899417,6.7,189,2009,US
Anchorman: The Legend of Ron Burgundy,26000000,94.0,90574188,6.7,1493,2004,US
Kingpin,27000000,113.0,25023434,6.7,244,1996,US
Bully,0,113.0,480811,6.7,125,2001,GB
Spaceballs,22700000,96.0,38119483,6.7,902,1987,US
Thirteen,2000000,100.0,4601043,6.7,339,2003,US
The Adventures of Tintin,130000000,107.0,371940071,6.7,2061,2011,NZ
He Got Game,25000000,136.0,21567853,6.7,134,1998,US
Pitch Black,23000000,108.0,53187659,6.7,1789,2000,US
Legend,25000000,131.0,42972994,6.7,973,2015,GB
To Die For,20000000,106.0,21284514,6.7,175,1995,US
Megamind,130000000,95.0,321887208,6.7,1918,2010,US
Ali,107000000,157.0,87713825,6.7,447,2001,US
"I, Robot",120000000,115.0,347234916,6.7,3793,2004,US
Jerry Maguire,50000000,139.0,273552592,6.7,913,1996,US
Sea of Love,19000000,113.0,110879513,6.7,141,1989,US
Payback,90000000,100.0,161626121,6.7,548,1999,US
The Princess and the Frog,105000000,97.0,267045765,6.7,1247,2009,US
Return to Oz,25000000,109.0,11137801,6.7,120,1985,GB
Troll Hunter,3500000,103.0,4159678,6.7,583,2010,NO
The Duchess,0,110.0,0,6.7,396,2008,GB
Let Me In,20000000,116.0,24145613,6.7,641,2010,GB
The Purge: Anarchy,9000000,104.0,108782847,6.6,1954,2014,FR
Logan's Run,9000000,119.0,25000000,6.6,269,1976,US
About a Boy,27000000,101.0,129000000,6.6,607,2002,GB
Dear John,25000000,115.0,114977104,6.6,1262,2010,US
The Devil's Rejects,0,107.0,0,6.6,322,2005,DE
Walk Hard: The Dewey Cox Story,35000000,96.0,18317151,6.6,212,2007,US
The Boys from Brazil,0,125.0,0,6.6,101,1978,GB
Crank,12000000,88.0,42931041,6.6,1151,2006,US
Two Lovers,12000000,110.0,3148182,6.6,154,2008,FR
Harold & Kumar Go to White Castle,9000000,88.0,23936908,6.6,693,2004,US
Serendipity,28000000,90.0,77516304,6.6,521,2001,US
A Serious Man,7000000,105.0,31430334,6.6,483,2009,US
The Beyond,0,87.0,0,6.6,117,1981,IT
All Is Lost,9000000,106.0,6108720,6.6,671,2013,US
Super Size Me,65000,100.0,28575078,6.6,506,2004,US
Shaolin Soccer,0,113.0,42776760,6.6,491,2001,CN
Major League,11000000,107.0,49797148,6.6,217,1989,US
Million Dollar Arm,25000000,124.0,38307627,6.6,259,2014,US
My Week with Marilyn,6400000,99.0,35057696,6.6,406,2011,GB
Pineapple Express,27000000,111.0,101624843,6.6,1148,2008,US
Tremors,11000000,96.0,48572000,6.6,864,1990,US
Shadow of the Vampire,8000000,92.0,8279017,6.6,148,2000,US
Fido,8000000,91.0,426224,6.6,135,2006,CA
Old School,24000000,91.0,87055349,6.6,541,2003,US
Bloodsport,1500000,92.0,11806119,6.6,363,1988,US
Buried,1987650,94.0,19152480,6.6,827,2010,ES
Exam,0,101.0,0,6.6,523,2009,GB
Danny Collins,10000000,107.0,10835752,6.6,183,2015,US
Kinsey,0,118.0,0,6.6,131,2004,DE
The Limey,10000000,89.0,3193102,6.6,105,1999,US
Enough Said,0,93.0,25288872,6.6,348,2013,US
Cruel Intentions,10500000,97.0,75902208,6.6,827,1999,US
Mad Max,400000,93.0,100000000,6.6,1213,1979,AU
Little Shop of Horrors,25000000,94.0,38748395,6.6,384,1986,US
Caddyshack,6000000,98.0,39846344,6.6,365,1980,US
One Hour Photo,12000000,96.0,52223306,6.6,435,2002,US
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,88.0,18016290,6.6,215,1972,US
Black Snake Moan,15000000,116.0,10903846,6.6,243,2006,US
Slow West,0,84.0,229094,6.6,367,2015,NZ
Cop Land,15000000,104.0,44862187,6.6,382,1997,US
Team America: World Police,32000000,98.0,50907422,6.6,660,2004,DE
The Bank Job,20000000,112.0,64822796,6.6,697,2008,AU
Grandma's Boy,0,94.0,6538177,6.6,220,2006,US
Looper,30000000,118.0,47042000,6.6,4697,2012,CN
Kill the Messenger,5000000,112.0,2450846,6.6,355,2014,US
Super Troopers,3000000,100.0,18492362,6.6,362,2001,US
I'm Not There.,20000000,135.0,4001121,6.6,195,2007,US
Four Weddings and a Funeral,6000000,117.0,254700832,6.6,632,1994,GB
The Sessions,1000000,98.0,9138338,6.6,179,2012,US
Letters to Juliet,30000000,105.0,0,6.6,796,2010,US
Spun,2000000,101.0,0,6.6,132,2002,US
Love & Other Drugs,30000000,112.0,102820008,6.6,1233,2010,US
The Mask,23000000,101.0,351583407,6.6,2472,1994,US
9,30000000,79.0,48428063,6.6,1262,2009,US
Take the Lead,30000000,108.0,34742066,6.6,162,2006,US
Step Up 3D,30000000,107.0,159291809,6.6,582,2010,US
Mirrormask,4000000,101.0,866999,6.6,102,2005,GB
Trust,9500000,104.0,120000,6.6,307,2010,US
High Tension,0,91.0,0,6.6,271,2003,FR
The Assassin,15000000,105.0,632542,6.6,157,2015,CN
Confessions of a Dangerous Mind,30000000,113.0,33013805,6.6,275,2002,US
In the Valley of Elah,23000000,124.0,29541790,6.6,261,2007,US
Time Bandits,5000000,116.0,42365581,6.6,249,1981,GB
Chronicle,15000000,84.0,145000000,6.6,1935,2012,US
It Follows,2000000,100.0,14674076,6.6,1832,2015,US
Goal!: The Dream Begins,30000000,118.0,27610873,6.6,238,2005,GB
The Naked Gun 2½: The Smell of Fear,23000000,85.0,86930411,6.6,546,1991,US
Marvin's Room,0,98.0,0,6.6,124,1996,US
The Call,13000000,94.0,68572378,6.6,1257,2013,US
The Loved Ones,0,84.0,0,6.6,207,2009,AU
Florence Foster Jenkins,29000000,110.0,48902953,6.6,392,2016,GB
Coco Before Chanel,0,110.0,0,6.6,246,2009,BE
Tinker Tailor Soldier Spy,30000000,127.0,0,6.6,840,2011,FR
Young Guns,13000000,107.0,44726644,6.6,258,1988,US
Bringing Out the Dead,32000000,121.0,0,6.6,225,1999,US
Super,2500000,96.0,324138,6.6,441,2010,US
Shattered Glass,6000000,94.0,2944752,6.6,111,2003,CA
Underworld,22000000,121.0,95708457,6.6,2512,2003,DE
Pontypool,1500000,93.0,32000,6.6,183,2009,CA
The Transporter,21000000,92.0,43928932,6.6,1692,2002,US
The Spy Who Loved Me,14000000,125.0,185438673,6.6,507,1977,GB
Fatal Attraction,14000000,119.0,320145693,6.6,291,1987,US
Breakdown,36000000,95.0,50159144,6.6,198,1997,US
El Mariachi,220000,81.0,2040920,6.6,238,1992,MX
The Book of Eli,80000000,118.0,157107755,6.6,2164,2010,US
The Fast and the Furious,38000000,106.0,207283925,6.6,3428,2001,DE
Cloud Atlas,102000000,172.0,130482868,6.6,2977,2012,DE
Frankenweenie,39000000,87.0,35287788,6.6,932,2012,US
From Hell,35000000,122.0,74558115,6.6,741,2001,CZ
Thor,150000000,115.0,449326618,6.6,6525,2011,US
Elizabeth: The Golden Age,55000000,114.0,74237563,6.6,303,2007,GB
Transformers,150000000,144.0,709709780,6.6,4040,2007,US
Pearl Harbor,140000000,183.0,449220945,6.6,1791,2001,US
The Hunger Games: Mockingjay - Part 2,160000000,137.0,653428261,6.6,3984,2015,DE
Jarhead,72000000,125.0,96889998,6.6,765,2005,DE
The Infiltrator,25000000,127.0,15436808,6.6,573,2016,GB
The Majestic,72000000,152.0,37317558,6.6,188,2001,US
Iron Man 2,200000000,124.0,623933331,6.6,6849,2010,US
Curse of the Golden Flower,110,114.0,0,6.6,203,2006,CN
Cars,120000000,117.0,461983149,6.6,3877,2006,US
RED,58000000,111.0,71664962,6.6,2808,2010,US
A Christmas Carol,200000000,96.0,325233863,6.6,1095,2009,US
Star Trek Beyond,185000000,122.0,343471816,6.6,2568,2016,US
The Good Dinosaur,175000000,93.0,331926147,6.6,1736,2015,US
A Knight's Tale,65000000,132.0,117487473,6.6,907,2001,US
The Boxtrolls,60000000,97.0,108255770,6.6,668,2014,US
Hook,70000000,144.0,300854823,6.6,1532,1991,US
Rango,135000000,107.0,245724603,6.6,2051,2011,US
50 First Dates,75000000,99.0,196482882,6.6,2105,2004,US
Sinbad: Legend of the Seven Seas,60000000,86.0,26288320,6.6,372,2003,US
The Thomas Crown Affair,48000000,113.0,124305181,6.6,339,1999,US
Big Miracle,40000000,107.0,24719215,6.6,152,2012,GB
The Hunger Games: Mockingjay - Part 1,125000000,123.0,752100229,6.6,5584,2014,US
Madagascar,75000000,86.0,532680671,6.6,3237,2005,US
Dreamgirls,70000000,134.0,154937680,6.6,284,2006,US
The Soloist,60000000,109.0,31720158,6.6,234,2009,US
The Firm,42000000,154.0,270248367,6.6,501,1993,US
Unleashed,45000000,103.0,50871113,6.6,518,2005,FR
Meet the Parents,55000000,108.0,330444045,6.6,1698,2000,US
Trouble with the Curve,0,111.0,0,6.6,366,2012,US
Real Steel,110000000,127.0,299268508,6.6,2692,2011,IN
The X Files,66000000,121.0,189198313,6.6,488,1998,CA
Ender's Game,110000000,114.0,125537191,6.6,2303,2013,US
Captain America: The First Avenger,140000000,124.0,370569774,6.6,7047,2011,US
Kingdom of Heaven,130000000,144.0,211643158,6.6,1157,2005,DE
Disturbia,20000000,105.0,117760134,6.6,1006,2007,US
The Lovely Bones,65000000,136.0,93525586,6.6,1065,2009,GB
Free State of Jones,50000000,139.0,25035950,6.6,428,2016,US
Die Hard 2,70000000,124.0,240031094,6.6,1896,1990,US
Chappie,49000000,120.0,104399548,6.6,3062,2015,MX
Enchanted,85000000,107.0,340487652,6.6,1449,2007,US
2 Guns,61000000,109.0,131940411,6.6,1589,2013,US
The Italian Job,60000000,110.0,176070171,6.6,1919,2003,GB
Robin Hood: Prince of Thieves,48000000,143.0,390493908,6.6,909,1991,US
Batman Returns,80000000,126.0,280000000,6.6,1673,1992,GB
Conan the Barbarian,20000000,129.0,79114085,6.6,650,1982,US
Blended,40000000,117.0,123494610,6.6,1006,2014,US
Julie & Julia,40000000,123.0,129540499,6.6,560,2009,US
GoldenEye,58000000,130.0,352194034,6.6,1174,1995,GB
Dredd,50000000,95.0,41037742,6.6,1940,2012,ZA
The Hitchhiker's Guide to the Galaxy,50000000,109.0,104478416,6.6,1315,2005,US
Three Kings,75000000,114.0,108000000,6.6,692,1999,US
King Kong,207000000,187.0,550000000,6.6,2337,2005,NZ
Super 8,50000000,112.0,260095987,6.6,2435,2011,US
Mona Lisa Smile,65000000,117.0,0,6.5,393,2003,US
Charlie Bartlett,12000000,97.0,0,6.5,225,2008,US
Fair Game,22000000,108.0,24188922,6.5,235,2010,US
Transsiberian,15000000,111.0,5926410,6.5,195,2008,DE
The Island,126000000,136.0,162949164,6.5,1770,2005,US
