name,gender,age,class,embarked,country,fare,survived
"Lévy, Mr. René Jacques",male,37.0,2nd,Southampton,Canada,12.1706,no
"Lewy, Mr. Ervin G.",male,30.0,1st,Cherbourg,United States,27.1405,no
"Leyson, Mr. Robert William Norman",male,25.0,2nd,Southampton,England,10.1,no
"Lievens, Mr. René Aimé",male,24.0,3rd,Southampton,Belgium,9.1,no
"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,3rd,Southampton,Sweden,7.1506,no
"Lindblom, Miss. Augusta Charlotta",female,45.0,3rd,Southampton,England,7.15,no
"Lindeberg-Lind, Mr. Erik Gustaf",male,42.0,1st,Southampton,Sweden,26.11,no
"Lindell, Mr. Edvard Bengtsson",male,36.0,3rd,Southampton,Sweden,15.11,no
"Lindell, Mrs. Elin Gerda",female,30.0,3rd,Southampton,Sweden,15.11,no
"Lindqvist, Mr. Eino William",male,20.0,3rd,Southampton,Finland,7.1806,yes
"Lindström, Mrs. Sigrid",female,55.0,1st,Cherbourg,Sweden,27.1405,yes
"Linehan, Mr. Michael",male,21.0,3rd,Queenstown,Ireland,7.1707,no
"Lines, Miss. Mary Conover",female,16.0,1st,Cherbourg,France,39.08,yes
"Lines, Mrs. Elizabeth Lindsey",female,50.0,1st,Cherbourg,United States,39.08,yes
"Lingane, Mr. John",male,61.0,2nd,Queenstown,Ireland,12.07,no
"Linhart, Mr. Wenzel",male,27.0,3rd,Southampton,Austria,9.1,no
"Livshin, Mr. David",male,25.0,3rd,Southampton,Latvia,7.05,no
"Lobb, Mrs. Cordelia",female,34.0,3rd,Southampton,England,16.02,no
"Lobb, Mr. William Arthur",male,31.0,3rd,Southampton,England,16.02,no
"Lockyer, Mr. Edward Thomas",male,19.0,3rd,Southampton,England,7.1707,no
"Longley, Miss. Gretchen Fiske",female,21.0,1st,Cherbourg,United States,77.1902,yes
"Long, Mr. Milton Clyde",male,29.0,1st,Southampton,United States,30.0,no
"Loring, Mr. Joseph Holland",male,30.0,1st,Southampton,United States,45.1,no
"Louch, Mr. Charles",male,50.0,2nd,Southampton,England,26.0,no
"Louch, Mrs. Alice Adelaide",female,43.0,2nd,Southampton,England,26.0,yes
"Lovell, Mr. John Hall",male,20.0,3rd,Southampton,England,7.05,no
"Lulic, Mr. Nikola",male,29.0,3rd,Southampton,Croatia (Modern),8.1303,yes
"Lundahl, Mr. Johan Svensson",male,50.0,3rd,Southampton,Sweden,7.0101,no
"Lundin, Miss. Olga Elida",female,23.0,3rd,Southampton,United States,7.1701,yes
"Lundström, Mr. Thure Edvin",male,32.0,3rd,Southampton,Sweden,7.1107,yes
"Lurette, Miss. Eugénie Elise",female,59.0,1st,Cherbourg,France,146.1005,yes
"Lymperopoulus, Mr. Panagiotis K.",male,30.0,3rd,Cherbourg,Greece,6.0809,no
"MacKay, Mr. George William",male,20.0,3rd,Southampton,Scotland,7.11,no
"Mack, Mrs. Mary",female,57.0,2nd,Southampton,England,10.1,no
"Madigan, Miss. Margaret",female,21.0,3rd,Queenstown,Ireland,7.15,yes
"Madill, Miss. Georgette Alexandra",female,16.0,1st,Southampton,United States,211.0609,yes
"Madsen, Mr. Fridtjof Arne",male,24.0,3rd,Southampton,Norway,7.021,yes
"Mäenpää, Mr. Matti Alexanteri",male,22.0,3rd,Southampton,Finland,7.0206,no
"Maguire, Mr. John Edward",male,30.0,1st,Southampton,United States,26.0,no
"Mahon, Miss. Bridget Delia",female,20.0,3rd,Queenstown,Ireland,7.1707,no
"Maioni, Miss. Roberta Elizabeth Mary",female,20.0,1st,Southampton,England,86.1,yes
"Maisner, Mr. Simon",male,34.0,3rd,Southampton,England,8.01,no
"Mäkinen, Mr. Kalle Edvard",male,29.0,3rd,Southampton,Finland,7.1806,no
"Malachard, Mr. Jean-Noël",male,25.0,2nd,Cherbourg,France,15.0,no
"Mallet, Master. André Clement",male,1.0,2nd,Cherbourg,France,37.0,yes
"Mallet, Mr. Albert Denis Pierre",male,45.0,2nd,Cherbourg,France,37.0,no
"Mallet, Mrs. Antonine Marie",female,24.0,2nd,Cherbourg,France,37.0,yes
"Māmā, Mr. Hannā Mikā'īl",male,18.0,3rd,Cherbourg,Lebanon,7.0407,yes
"Mangan, Miss. Mary",female,32.0,3rd,Queenstown,Ireland,7.15,no
"Mangiavacchi, Mr. Serafino Emilio",male,30.0,2nd,Cherbourg,United States,15.1107,no
"Mannion, Miss. Margaret",female,28.0,3rd,Queenstown,Ireland,7.1409,yes
"Mardirosian, Mr. Sarkis",male,25.0,3rd,Cherbourg,Turkey,7.0407,no
"Maréchal, Mr. Pierre",male,29.0,1st,Cherbourg,France,29.14,yes
"Marinko, Mr. Dmitri",male,23.0,3rd,Southampton,Yugoslavia,7.1711,no
"Markoff, Mr. Marin",male,35.0,3rd,Southampton,Bulgaria,7.1711,no
"Markun, Mr. Johann",male,33.0,3rd,Cherbourg,Slovenia,7.1711,no
"Marvin, Mr. Daniel Warner",male,18.0,1st,Southampton,United States,53.02,no
"Marvin, Mrs. Mary Graham Carmichael",female,18.0,1st,Southampton,Scotland,53.02,yes
"Matinoff, Mr. Nicola",male,30.0,3rd,Cherbourg,Bulgaria,7.1711,no
"Matthews, Mr. William John",male,23.0,2nd,Southampton,England,13.0,no
"Maybery, Mr. Frank Hubert",male,36.0,2nd,Southampton,England,16.0,no
"Mayné, Mlle. Berthe Antonine",female,24.0,1st,Cherbourg,Belgium,49.1001,yes
"McCaffry, Mr. Thomas Francis",male,46.0,1st,Southampton,Canada,75.041,no
"McCarthy, Miss. Catherine",female,25.0,3rd,Queenstown,Ireland,7.15,yes
"McCarthy, Mr. Timothy J.",male,55.0,1st,Southampton,United States,51.1703,no
"McCormack, Mr. Thomas Joseph",male,19.0,3rd,Queenstown,United States,7.15,yes
"McCoy, Miss. Agnes",female,29.0,3rd,Queenstown,Ireland,23.05,yes
"McCoy, Miss. Alice",female,26.0,3rd,Queenstown,Ireland,23.05,yes
"McCoy, Mr. Bernard",male,24.0,3rd,Queenstown,Ireland,23.05,yes
"McCrae, Mr. Arthur Gordon",male,32.0,2nd,Southampton,Australia,13.1,no
"McCrie, Mr. James Matthew",male,32.0,2nd,Southampton,Canada,13.0,no
"McDermott, Miss. Bridget Delia",female,31.0,3rd,Queenstown,Ireland,7.1508,yes
"McEvoy, Mr. Michael",male,20.0,3rd,Queenstown,Ireland,15.1,no
"McGough, Mr. James Robert",male,35.0,1st,Southampton,Ireland,26.0509,yes
"McGovern, Ms. Mary",female,22.0,3rd,Queenstown,Ireland,7.1707,yes
"McGowan, Miss. Anna Louise",female,17.0,3rd,Queenstown,United States,8.0,yes
"McGowan, Miss. Catherine",female,42.0,3rd,Queenstown,Ireland,7.15,no
"McKane, Mr. Peter Daniel",male,46.0,2nd,Southampton,Channel Islands,26.0,no
"McMahon, Mr. Martin",male,19.0,3rd,Queenstown,Ireland,7.15,no
"McNamee, Mr. Neal",male,27.0,3rd,Southampton,England,16.02,no
"McNamee, Mrs. Eileen",female,19.0,3rd,Southampton,England,16.02,no
"McNeill, Miss. Bridget",female,32.0,3rd,Queenstown,Ireland,7.15,no
"Meanwell, Mrs. Marian",female,62.0,3rd,Southampton,England,8.01,no
"Meehan, Mr. John",male,22.0,3rd,Queenstown,Ireland,7.15,no
"Meek, Mrs. Annie Louisa",female,32.0,3rd,Southampton,England,8.01,no
"Mellinger, Miss. Violet Madeline",female,13.0,2nd,Southampton,England,19.1,yes
"Mellinger, Mrs. Elizabeth Anne",female,42.0,2nd,Southampton,England,19.1,yes
"Mellors, Mr. William John",male,19.0,2nd,Southampton,England,10.1,yes
"Meo (Martino), Mr. Alfonzo",male,48.0,3rd,Southampton,Italy,8.01,no
"Mernagh, Mr. Robert",male,28.0,3rd,Queenstown,Ireland,7.15,no
"Meyer, Mr. August",male,31.0,2nd,Southampton,England,13.0,no
"Meyer, Mr. Edgar Joseph",male,28.0,1st,Cherbourg,United States,82.0305,no
"Meyer, Mrs. Leila",female,25.0,1st,Cherbourg,United States,82.0305,yes
"Midtsjø, Mr. Karl Albert",male,21.0,3rd,Southampton,Norway,7.1506,yes
"Mihoff, Mr. Stoytcho",male,28.0,3rd,Southampton,Bulgaria,7.1711,no
"Miles, Mr. Frank",male,23.0,3rd,Southampton,England,8.01,no
"Millet, Mr. Francis Davis",male,65.0,1st,Cherbourg,United States,26.11,no
"Milling, Mr. Jacob Christian",male,48.0,2nd,Southampton,Denmark,13.0,no
"Minahan, Dr. William Edward",male,44.0,1st,Queenstown,United States,90.0,no
"Minahan, Miss. Daisy E.",female,33.0,1st,Queenstown,United States,90.0,yes
"Minahan, Mrs. Lillian E.",female,37.0,1st,Queenstown,United States,90.0,yes
"Minkoff, Mr. Lazar",male,21.0,3rd,Southampton,Bulgaria,7.1711,no
"Mitchell, Mr. Henry Michael",male,72.0,2nd,Southampton,England,10.1,no
"Mockler, Miss. Ellen Mary",female,23.0,3rd,Queenstown,Ireland,7.1707,yes
"Mock, Mr. Philipp Edmund",male,30.0,1st,Cherbourg,United States,57.15,yes
"Moen, Mr. Sigurd Hansen",male,27.0,3rd,Southampton,Norway,7.13,no
"Molson, Mr. Harry Markland",male,55.0,1st,Southampton,Canada,30.1,no
"Montvila, Fr. Juozas",male,27.0,2nd,Southampton,England,13.0,no
"Moore, Mr. Clarence Bloomfield",male,47.0,1st,Southampton,United States,42.08,no
"Moore, Mr. Leonard Charles",male,19.0,3rd,Southampton,England,8.01,no
"Moran, Miss. Bridget",female,28.0,3rd,Queenstown,Ireland,24.03,yes
"Moran, Mr. Daniel J.",male,28.0,3rd,Queenstown,Ireland,24.03,no
"Moraweck, Dr. Ernest",male,54.0,2nd,Southampton,United States,14.0,no
"Morley, Mr. Henry Samuel",male,38.0,2nd,Southampton,England,26.0,no
"Morley, Mr. William",male,34.0,3rd,Southampton,England,8.01,no
"Morrow, Mr. Thomas Rowan",male,30.0,3rd,Queenstown,Ireland,7.15,no
"Moss, Mr. Albert Johan",male,29.0,3rd,Southampton,Norway,7.1506,yes
"Moussa, Mrs. Mantoura Boulos",female,35.0,3rd,Cherbourg,Lebanon,7.0407,yes
"Moutal, Mr. Rahamin Haim",male,28.0,3rd,Southampton,England,8.01,no
"Mubārik, Master. Halīm",male,4.0,3rd,Cherbourg,Lebanon,15.0411,yes
"Mubārik, Master. Jirjis",male,7.0,3rd,Cherbourg,Lebanon,15.0411,yes
"Mubārik, Mrs. Amīnah",female,25.0,3rd,Cherbourg,Lebanon,15.0411,yes
"Mudd, Mr. Thomas Cupper",male,17.0,2nd,Southampton,England,10.1,no
"Mullin, Miss. Catherine",female,21.0,3rd,Queenstown,Ireland,7.1408,yes
"Mulvihill, Miss. Bridget Elizabeth",female,25.0,3rd,Queenstown,Ireland,7.15,yes
"Murdlin, Mr. Joseph",male,22.0,3rd,Southampton,England,8.01,no
"Murphy, Miss. Catherine",female,18.0,3rd,Queenstown,Ireland,15.1,yes
"Murphy, Miss. Margaret Jane",female,25.0,3rd,Queenstown,Ireland,15.1,yes
"Murphy, Miss. Nora",female,31.0,3rd,Queenstown,Ireland,15.1,yes
"Muslamānī, Mrs. Fatīmah Muhammad",female,22.0,3rd,Cherbourg,Lebanon,7.0406,yes
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,3rd,Southampton,Sweden,7.15,no
"Myles, Mr. Thomas Francis",male,63.0,2nd,Queenstown,Ireland,9.1309,no
"Naidenoff, Mr. Penko",male,22.0,3rd,Southampton,Bulgaria,7.1711,no
"Najib Kiamie, Miss. Adele",female,15.0,3rd,Cherbourg,Lebanon,7.0406,yes
"Nakhli, Mr. Toufik",male,17.0,3rd,Cherbourg,Lebanon,7.0407,no
"Nakid, Miss. Maria",female,1.0,3rd,Cherbourg,Lebanon,15.140999999999998,yes
"Nakid, Mr. Sahid",male,21.0,3rd,Cherbourg,Lebanon,15.140999999999998,yes
"Nakid, Mrs. Waika",female,19.0,3rd,Cherbourg,Lebanon,15.140999999999998,yes
"Nancarrow, Mr. William Henry",male,36.0,3rd,Southampton,England,8.01,no
"Nasr 'Almā, Mr. Mustafà",male,20.0,3rd,Cherbourg,Lebanon,7.0407,no
"Nasser, Mr. Nicholas",male,28.0,2nd,Cherbourg,United States,30.0105,no
"Nasser, Mrs. Adele",female,14.0,2nd,Cherbourg,Lebanon,30.0105,yes
"Nassr Rizq, Mr. Saade",male,20.0,3rd,Cherbourg,Lebanon,7.0406,no
"Natsch, Mr. Charles",male,36.0,1st,Cherbourg,United States,29.14,no
"Naughton, Miss. Hannah",female,21.0,3rd,Queenstown,Ireland,7.15,no
"Navratil, Master. Edmond Roger",male,2.0,2nd,Southampton,France,26.0,yes
"Navratil, Master. Michel Marcel",male,3.0,2nd,Southampton,France,26.0,yes
"Navratil, Mr. Michel",male,32.0,2nd,Southampton,Slovakia (Modern day),26.0,no
"Nesson, Mr. Israel",male,26.0,2nd,Southampton,England,13.0,no
"Newell, Miss. Madeleine",female,31.0,1st,Cherbourg,United States,113.0506,yes
"Newell, Miss. Marjorie Anne",female,23.0,1st,Cherbourg,United States,113.0506,yes
"Newell, Mr. Arthur Webster",male,58.0,1st,Cherbourg,United States,113.0506,no
"Newsom, Miss. Helen Monypeny",female,19.0,1st,Southampton,United States,26.0508,yes
"Nicholls, Mr. Joseph Charles",male,19.0,2nd,Southampton,England,36.15,no
"Nicholson, Mr. Arthur Ernest",male,60.0,1st,Southampton,England,26.0,no
"Nieminen, Miss. Manta Josefina",female,29.0,3rd,Southampton,Finland,7.1806,no
"Niklasson, Mr. Samuel",male,28.0,3rd,Southampton,Sweden,8.01,no
"Nilsson, Miss. Berta Olivia",female,18.0,3rd,Southampton,Sweden,7.1506,yes
"Nilsson, Miss. Helmina Josefina",female,26.0,3rd,Southampton,Sweden,7.1701,yes
"Nilsson, Mr. August Ferdinand",male,21.0,3rd,Southampton,Sweden,7.1701,no
"Nīqūla Yārid, Master. Ilyās",male,11.0,3rd,Cherbourg,Lebanon,11.040999999999999,yes
"Nīqūla Yārid, Miss. Jamilah",female,14.0,3rd,Cherbourg,Lebanon,11.040999999999999,yes
"Nirva, Mr. Iisakki Antino Äijö",male,41.0,3rd,Southampton,Finland,7.0206,no
"Niskänen, Mr. Juha",male,39.0,3rd,Southampton,United States,7.1806,yes
"Nofal, Mr. Mansouer",male,20.0,3rd,Cherbourg,Lebanon,7.0407,no
"Norman, Mr. Robert Douglas",male,27.0,2nd,Southampton,Scotland,13.1,no
"Nosworthy, Mr. Richard Cater",male,21.0,3rd,Southampton,England,7.16,no
"Nourney, Mr. Alfred",male,20.0,1st,Cherbourg,Germany,13.1703,yes
"Nye, Mrs. Elizabeth",female,29.0,2nd,Southampton,United States,10.1,yes
"Nysten, Miss. Anna Sofia",female,22.0,3rd,Southampton,Sweden,7.15,yes
"Nysveen, Mr. Johan Hansen",male,60.0,3rd,Southampton,Norway,6.0409,no
"O'Brien, Mr. Denis",male,21.0,3rd,Queenstown,Ireland,7.1607,no
"O'Brien, Mrs. Johanna",female,26.0,3rd,Queenstown,Ireland,15.1,yes
"O'Brien, Mr. Thomas",male,27.0,3rd,Queenstown,Ireland,15.1,no
"O'Connell, Mr. Patrick Denis",male,18.0,3rd,Queenstown,Ireland,7.1408,no
"O'Connor, Mr. Maurice",male,17.0,3rd,Queenstown,Ireland,7.15,no
"O'Connor, Mr. Patrick",male,23.0,3rd,Queenstown,Ireland,7.15,no
"Ödahl, Mr. Nils Martin",male,23.0,3rd,Southampton,Sweden,9.0406,no
"O'Dwyer, Miss. Ellen",female,24.0,3rd,Queenstown,Ireland,7.1707,yes
"Öhman, Miss. Velin",female,22.0,3rd,Southampton,Sweden,7.1506,yes
"O'Keefe, Mr. Patrick",male,21.0,3rd,Queenstown,Ireland,7.15,yes
"O'Leary, Miss. Hanora",female,16.0,3rd,Queenstown,Ireland,7.1607,yes
"Oliva y Ocana, Doña. Fermina",female,39.0,1st,Cherbourg,Spain,108.18,yes
"Olsen, Master. Artur Karl",male,9.0,3rd,Southampton,Norway,3.0305,yes
"Olsen, Mr. Henry Margido",male,28.0,3rd,Southampton,Norway,22.1006,no
"Olsen, Mr. Karl Siegwart Andreas",male,42.0,3rd,Southampton,United States,8.0801,no
"Olsen, Mr. Ole Martin",male,27.0,3rd,Southampton,Norway,7.0603,no
"Olsson, Miss. Elina",female,31.0,3rd,Southampton,Sweden,7.1701,no
"Olsson, Mr. Nils Johan Göransson",male,28.0,3rd,Southampton,Sweden,7.1701,no
"Olsson, Mr. Oscar Wilhelm",male,32.0,3rd,Southampton,Sweden,7.1506,yes
"Olsvigen, Mr. Thor Anderson",male,20.0,3rd,Southampton,Norway,9.0406,no
"Omont, Mr. Alfred Fernand",male,29.0,1st,Cherbourg,France,25.141,yes
"Oreskovic, Miss. Jelka",female,23.0,3rd,Southampton,Croatia,8.1303,no
"Oreskovic, Miss. Marija",female,20.0,3rd,Southampton,Croatia,8.1303,no
"Oreskovic, Mr. Luka",male,20.0,3rd,Southampton,Croatia,8.1303,no
"Osén, Mr. Olaf Elon",male,16.0,3rd,Southampton,Sweden,9.0404,no
"Østby, Miss. Helen Ragnhild",female,22.0,1st,Southampton,United States,61.1907,yes
"Ostby, Mr. Engelhart Cornelius",male,64.0,1st,Southampton,United States,61.1907,no
"O'Sullivan, Miss. Bridget Mary",female,21.0,3rd,Queenstown,Ireland,7.1207,no
"Otter, Mr. Richard",male,38.0,2nd,Southampton,United States,13.0,no
"Oviés y Rodríguez, Mr. Servando José Florentino",male,36.0,1st,Cherbourg,Cuba,27.1405,no
"Oxenham, Mr. Percy Thomas",male,22.0,2nd,Southampton,England,10.1,yes
"Padron Manent, Mr. Julian",male,27.0,2nd,Cherbourg,Spain,13.1703,yes
"Pain, Dr. Alfred",male,23.0,2nd,Southampton,Canada,10.1,no
"Pallàs i Castelló, Sr. Emili",male,29.0,2nd,Cherbourg,Spain,13.1702,yes
"Pålsson, Master. Gösta Leonard",male,2.0,3rd,Southampton,Sweden,21.0106,no
"Pålsson, Master. Paul Folke",male,6.0,3rd,Southampton,Sweden,21.0106,no
"Pålsson, Miss. Stina Viola",female,3.0,3rd,Southampton,Sweden,21.0106,no
"Pålsson, Miss. Torborg Danira",female,8.0,3rd,Southampton,Sweden,21.0106,no
"Pålsson, Mrs. Alma Cornelia",female,29.0,3rd,Southampton,Sweden,21.0106,no
"Panula, Master. Eino Viljam",male,1.0,3rd,Southampton,Finland,39.1309,no
"Panula, Master. Jaako Arnold",male,15.0,3rd,Southampton,United States,39.1309,no
"Panula, Master. Juha Niilo",male,7.0,3rd,Southampton,Finland,39.1309,no
"Panula, Master. Urho Abraham",male,2.0,3rd,Southampton,Finland,39.1309,no
"Panula, Mr. Ernesti Arvid",male,16.0,3rd,Southampton,Finland,39.1309,no
"Panula, Mrs. Maija Emelia Abrahamintytar",female,41.0,3rd,Southampton,Finland,39.1309,no
"Parker, Mr. Clifford Richard",male,17.0,2nd,Southampton,Channel Islands,10.1,no
"Parrish, Mrs. Lutie Davis",female,59.0,2nd,Southampton,United States,26.0,yes
"Partner, Mr. Austin",male,40.0,1st,Southampton,England,28.1,no
"Pasic, Mr. Jakob",male,21.0,3rd,Southampton,Slovenia,8.1303,no
"Patchett, Mr. George",male,20.0,3rd,Southampton,England,14.1,no
"Pavlovic, Mr. Stefo",male,32.0,3rd,Southampton,Croatia,7.1711,no
"Payne, Mr. Vivian Ponsonby",male,23.0,1st,Southampton,Canada,93.1,no
"Peacock, Master. Albert Edward",male,0.5833333333,3rd,Southampton,England,13.1506,no
"Peacock, Miss. Treasteall",female,4.0,3rd,Southampton,England,13.1506,no
"Peacock, Mrs. Edith",female,26.0,3rd,Southampton,England,13.1506,no
"Pearce, Mr. Ernest",male,32.0,3rd,Southampton,England,7.0,no
"Pears, Mrs. Edith",female,22.0,1st,Southampton,England,66.12,yes
"Pears, Mr. Thomas Clinton",male,29.0,1st,Southampton,England,66.12,no
"Pedersen, Mr. Olaf",male,28.0,3rd,Southampton,Norway,7.1506,no
"Peduzzi, Mr. Giuseppe",male,24.0,3rd,Southampton,England,8.01,no
"Pekoniemi, Mr. Edvard",male,21.0,3rd,Southampton,Finland,7.1806,no
"Peltomäki, Mr. Nikolai Johannes",male,25.0,3rd,Southampton,Finland,7.1806,no
"Peñasco y Castellana, Mrs. Maria Josefa Perezde Soto y Vallejo",female,22.0,1st,Cherbourg,Spain,108.18,yes
"Peñasco y Castellana, Mr. Victor",male,24.0,1st,Cherbourg,Spain,108.18,no
"Pengelly, Mr. Frederick William",male,19.0,2nd,Southampton,England,10.1,no
"Perkin, Mr. John Henry",male,24.0,3rd,Southampton,England,7.05,no
"Pernot, Mr. René",male,39.0,2nd,Cherbourg,France,15.01,no
"Perreault, Miss. Mary Anne",female,33.0,1st,Southampton,Canada,93.1,yes
"Persson, Mr. Ernst Ulrik",male,25.0,3rd,Southampton,Sweden,7.1506,yes
"Peruschitz, Fr. Josef",male,41.0,2nd,Southampton,Germany,13.0,no
"Peteranec, Miss. Mathilda",female,28.0,3rd,Southampton,Croatia,7.1711,no
"Peter / Joseph, Master. Michael J.",male,4.0,3rd,Cherbourg,Lebanon,22.0702,yes
"Peter / Joseph, Miss. Anna",female,2.0,3rd,Cherbourg,Lebanon,22.0702,yes
"Petersen, Mr. Marius",male,24.0,3rd,Southampton,England,8.01,no
"Peters, Miss. Catherine",female,28.0,3rd,Queenstown,Ireland,8.0209,no
"Petroff, Mr. Nedialco",male,19.0,3rd,Southampton,Bulgaria,7.1711,no
"Petroff, Mr. Pastcho",male,29.0,3rd,Southampton,Bulgaria,7.1711,no
"Pettersson, Miss. Elin Natalia",female,18.0,3rd,Southampton,Sweden,7.1506,no
"Pettersson, Mr. Johan Emil",male,25.0,3rd,Southampton,Sweden,7.1506,no
"Peuchen, Major. Arthur Godfrey",male,52.0,1st,Southampton,Canada,30.1,yes
"Phillips, Miss. Alice Frances Louisa",female,21.0,2nd,Southampton,England,21.0,yes
"Phillips, Miss. Kate Florence",female,19.0,2nd,Southampton,England,26.0,yes
"Phillips, Mr. Escott Robert",male,43.0,2nd,Southampton,England,21.0,no
"Picard, Mr. Benoît",male,33.0,3rd,Southampton,Poland,8.01,yes
"Pinsky, Mrs. Rosa",female,32.0,2nd,Southampton,Poland,13.0,yes
"Pokrnic, Mr. Mate",male,17.0,3rd,Southampton,Croatia,8.1303,no
"Pokrnic, Mr. Tome",male,24.0,3rd,Southampton,Croatia,8.1303,no
"Ponesell, Mr. Martin",male,24.0,2nd,Southampton,England,13.0,no
"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,2nd,Cherbourg,United States,12.1409,yes
"Porter, Mr. Walter Chamberlain",male,46.0,1st,Southampton,United States,52.0,no
"Potter, Mrs. Lily Alexenia",female,56.0,1st,Cherbourg,United States,83.0302,yes
"Pulbaum, Mr. Franz",male,27.0,2nd,Cherbourg,United States,15.0,no
"Rafūl-Būlus, Mr. Bākhūs",male,21.0,3rd,Cherbourg,Lebanon,7.0406,no
"Rasmussen, Mrs. Lena Jakobsen",female,63.0,3rd,Southampton,Norway,8.0203,no
"Razi, Mr. Raihed",male,30.0,3rd,Cherbourg,Lebanon,7.0407,no
"Reed, Mr. James George",male,18.0,3rd,Southampton,Wales,7.05,no
"Reeves, Mr. David",male,36.0,2nd,Southampton,England,10.1,no
"Rekic, Mr. Tido",male,38.0,3rd,Southampton,Bosnia,7.1711,no
"Renouf, Mr. Peter Henry",male,33.0,2nd,Southampton,Channel Islands,21.0,no
"Renouf, Mrs. Lillian",female,30.0,2nd,Southampton,Channel Islands,21.0,yes
"Reynalds, Sra. Encarnación",female,29.0,2nd,Southampton,Spain,13.0,yes
"Reynolds, Mr. Harold",male,21.0,3rd,Southampton,England,8.01,no
"Rheims, Mr. George Alexander Lucien",male,33.0,1st,Cherbourg,United States,39.12,yes
"Rice, Master. Albert",male,10.0,3rd,Queenstown,Ireland,29.0206,no
"Rice, Master. Arthur",male,4.0,3rd,Queenstown,Ireland,29.0206,no
"Rice, Master. Eric",male,7.0,3rd,Queenstown,Ireland,29.0206,no
"Rice, Master. Eugene Francis",male,2.0,3rd,Queenstown,Ireland,29.0206,no
"Rice, Master. George Hugh",male,8.0,3rd,Queenstown,Ireland,29.0206,no
"Rice, Mrs. Margaret",female,39.0,3rd,Queenstown,Ireland,29.0206,no
"Richards, Master. Sibley George",male,0.75,2nd,Southampton,England,18.15,yes
"Richards, Master. William Rowe",male,3.0,2nd,Southampton,England,18.15,yes
"Richards, Mrs. Emily",female,24.0,2nd,Southampton,England,18.15,yes
"Ridsdale, Miss. Lucy",female,58.0,2nd,Southampton,England,10.1,yes
"Riihivuori, Miss. Susanna Juhantytär",female,22.0,3rd,Southampton,Finland,39.1309,no
"Rintamäki, Mr. Matti",male,35.0,3rd,Southampton,Finland,7.0206,no
"Riordan, Miss. Hannah",female,22.0,3rd,Queenstown,Ireland,7.1405,yes
"Risien, Mr. Samuel Beard",male,69.0,3rd,Southampton,England,14.1,no
"Risien, Mrs. Emma Jane",female,64.0,3rd,Southampton,England,14.1,no
"Robert, Mrs. Elisabeth Walton",female,43.0,1st,Southampton,United States,211.0609,yes
"Robins, Mr. Alexander A.",male,50.0,3rd,Southampton,England,14.1,no
"Robins, Mrs. Charity",female,48.0,3rd,Southampton,England,14.1,no
"Robins, Mr. Victor",male,45.0,1st,Cherbourg,England,247.1006,no
"Roebling, Mr. Washington Augustus II",male,31.0,1st,Southampton,United States,50.0911,no
"Rogers, Mr. Reginald Harry",male,18.0,2nd,Southampton,England,10.1,no
"Rogers, Mr. William John",male,30.0,3rd,Southampton,Wales,8.01,no
"Romaine, Mr. Charles Hallace",male,45.0,1st,Southampton,United States,26.11,yes
"Rommetvedt, Mr. Knud Paust",male,49.0,3rd,Southampton,Norway,7.1506,no
"Rood, Mr. Hugh Roscoe",male,39.0,1st,Southampton,United States,50.0,no
"Rosblom, Miss. Salli Helena",female,2.0,3rd,Southampton,Finland,20.0403,no
"Rosblom, Mrs. Helena Wilhelmina",female,41.0,3rd,Southampton,Finland,20.0403,no
"Rosblom, Mr. Viktor Richard",male,18.0,3rd,Southampton,Finland,20.0403,no
"Rosenbaum, Miss. Edith Louise",female,33.0,1st,Cherbourg,France,27.1405,yes
"Rosenshine, Mr. George",male,46.0,1st,Cherbourg,United States,79.0,no
"Ross, Mr. John Hugo",male,36.0,1st,Southampton,Canada,40.0206,no
"Rothes, Lucy Noël Martha, Countess of",female,33.0,1st,Southampton,England,86.1,yes
"Roth, Miss. Sarah",female,26.0,3rd,Southampton,Austria,8.01,yes
"Rothschild, Mr. Martin",male,46.0,1st,Cherbourg,United States,59.08,no
"Rothschild, Mrs. Elizabeth Jane Anne",female,54.0,1st,Cherbourg,United States,59.08,yes
"Rouse, Mr. Richard Henry",male,55.0,3rd,Southampton,England,8.01,no
"Rowe, Mr. Alfred G.",male,59.0,1st,Southampton,Peru,26.11,no
"Rugg, Miss. Emily",female,22.0,2nd,Southampton,Channel Islands,10.1,yes
"Rush, Mr. Alfred George John",male,17.0,3rd,Southampton,England,8.01,no
"Ryan, Mr. Edward",male,24.0,3rd,Queenstown,Ireland,7.15,yes
"Ryan, Mr. Patrick",male,30.0,3rd,Queenstown,Ireland,24.03,no
"Ryerson, Master. John Borie",male,13.0,1st,Cherbourg,United States,262.0706,yes
"Ryerson, Miss. Emily Borie",female,18.0,1st,Cherbourg,United States,262.0706,yes
"Ryerson, Miss. Susan Parker Suzette",female,21.0,1st,Cherbourg,United States,262.0706,yes
"Ryerson, Mr. Arthur Larned",male,61.0,1st,Cherbourg,United States,262.0706,no
"Ryerson, Mrs. Emily Maria",female,48.0,1st,Cherbourg,United States,262.0706,yes
"Saad, Mr. Amin",male,30.0,3rd,Cherbourg,Lebanon,7.0407,no
