MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Ian Lavery","Wansbeck CC","","","£4,039.88","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,039.88","","","","£5,139.71","£0.00","","Uncapped","£80.00","Uncapped","£0.00","£5,219.71","£9,259.59"
"Ian Levy","Blyth Valley BC","","","£11,701.57","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,701.57","","","","£9,587.50","£0.00","","Uncapped","£4,461.34","Uncapped","£0.00","£14,048.84","£25,750.41"
"Ian Liddell-Grainger","Bridgwater and West Somerset CC","","","£5,836.77","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,883.77","","","","£5,213.25","£0.00","","Uncapped","£55.20","Uncapped","£0.00","£5,268.45","£14,152.22"
"Ian Lucas","Wrexham CC","","","-£205.45","£205.45","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£205.45","","","","-£137.77","£137.77","","Uncapped","£0.00","Uncapped","£0.00","-£137.77","-£343.22"
"Ian Mearns","Gateshead BC","","","£7,856.97","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,856.97","","","","£3,055.52","£0.00","","Uncapped","£1,536.29","Uncapped","£0.00","£4,591.81","£12,448.78"
"Ian Murray","Edinburgh South BC","","","£6,993.87","£0.00","","","","£6,450.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,443.87","","","","£6,799.88","£0.00","","Uncapped","£1,061.61","Uncapped","£0.00","£7,861.49","£21,305.36"
"Ian Paisley","North Antrim","","","£9,467.94","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,467.94","","","","£7,876.32","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£7,876.32","£17,344.26"
"Imran Ahmad-Khan","Wakefield CC","","","£34,473.52","£0.00","","","","£4,440.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£38,913.52","","","","£6,500.00","£0.00","","Uncapped","£282.48","Uncapped","£0.00","£6,782.48","£45,696.00"
"Imran Hussain","Bradford East BC","","","£13,555.42","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,555.42","","","","£14,267.24","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£14,267.24","£27,822.66"
"Jack Brereton","Stoke-on-Trent South BC","","","£13,958.42","£0.00","","","","£5,847.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£19,805.42","","","","£5,642.55","£0.00","","Uncapped","£2,092.90","Uncapped","£0.00","£7,735.45","£27,540.87"
"Jack Dromey","Birmingham, Erdington BC","","","£8,468.35","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,468.35","","","","£3,507.48","£0.00","","Uncapped","£242.90","Uncapped","£0.00","£3,750.38","£12,218.73"
"Jack Lopresti","Filton and Bradley Stoke CC","","","£5,589.86","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,589.86","","","","£2,739.34","£0.00","","Uncapped","£1,001.65","Uncapped","£0.00","£3,740.99","£9,330.85"
"Jackie Doyle-Price","Thurrock BC","","","£11,291.17","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,291.17","","","","£0.00","£0.00","","Uncapped","£274.60","Uncapped","£0.00","£274.60","£11,565.77"
"Jacob Rees-Mogg","North East Somerset CC","","","£2,099.45","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,099.45","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£2,099.45"
"Jacob Young","Redcar BC","","","£8,072.80","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,122.80","","","","£5,850.00","£0.00","","Uncapped","£596.77","Uncapped","£0.00","£6,446.77","£17,569.57"
"Jake Berry","Rossendale and Darwen BC","","","£4,933.76","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,983.76","","","","£6,759.84","£0.00","","Uncapped","£674.55","Uncapped","£0.00","£7,434.39","£15,418.15"
"James Brokenshire","Old Bexley and Sidcup BC","","","£1,542.08","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,592.08","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£4,592.08"
"James Cartlidge","South Suffolk CC","","","£5,383.24","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,383.24","","","","£9,328.34","£0.00","","Uncapped","£1,130.50","Uncapped","£0.00","£10,458.84","£15,842.08"
"James Cleverly","Braintree CC","","","£3,647.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,647.00","","","","£5,494.22","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£5,494.22","£9,141.22"
"James Daly","Bury North BC","","","£7,039.59","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,088.59","","","","£10,400.00","£0.00","","Uncapped","£2,177.05","Uncapped","£0.00","£12,577.05","£22,665.64"
"James Davies","Vale of Clwyd CC","","","£6,686.29","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,735.29","","","","£175.00","£0.00","","Uncapped","£3,413.77","Uncapped","£0.00","£3,588.77","£13,324.06"
"James Duddridge","Rochford and Southend East CC","","","£7,053.92","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,103.92","","","","£0.00","£0.00","","Uncapped","£237.60","Uncapped","£980.00","£1,217.60","£11,321.52"
"James Frith","Bury North BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£150.00","£150.00","£150.00"
"James Gray","North Wiltshire CC","","","£6,648.33","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,648.33","","","","£6,716.25","£0.00","","Uncapped","£360.00","Uncapped","£0.00","£7,076.25","£13,724.58"
"James Grundy","Leigh CC","","","£6,935.30","£0.00","","","","£3,937.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,872.90","","","","£0.00","£0.00","","Uncapped","£2,839.55","Uncapped","£0.00","£2,839.55","£13,712.45"
"James Heappey","Wells CC","","","£4,417.14","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,467.14","","","","£5,691.10","£0.00","","Uncapped","£1,609.05","Uncapped","£0.00","£7,300.15","£14,767.29"
"James Morris","Halesowen and Rowley Regis BC","","","£3,580.75","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,627.75","","","","£5,211.70","£0.00","","Uncapped","£270.00","Uncapped","£0.00","£5,481.70","£12,109.45"
"James Murray","Ealing North BC","","","£3,327.55","£0.00","","","","£888.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,216.15","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£4,216.15"
"James Sunderland","Bracknell CC","","","£10,737.26","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,786.26","","","","£0.00","£0.00","","Uncapped","£1,049.93","Uncapped","£0.00","£1,049.93","£14,836.19"
"James Wild","North West Norfolk CC","","","£5,512.87","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,561.87","","","","£2,922.06","£0.00","","Uncapped","£958.46","Uncapped","£0.00","£3,880.52","£12,442.39"
"Jamie Stone","Caithness, Sutherland and Easter Ross CC","","","£10,469.82","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,469.82","","","","£7,165.08","£0.00","","Uncapped","£1,585.40","Uncapped","£0.00","£8,750.48","£19,220.30"
"Jamie Wallis","Bridgend CC","","","£9,454.29","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,454.29","","","","£9,360.00","£0.00","","Uncapped","£467.56","Uncapped","£0.00","£9,827.56","£19,281.85"
"Jane Dodds","Brecon and Radnorshire CC","","","£240.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£240.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£240.00"
"Jane Hunt","Loughborough CC","","","£7,568.51","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,617.51","","","","£5,444.49","£0.00","","Uncapped","£647.65","Uncapped","£0.00","£6,092.14","£16,709.65"
"Jane Stevenson","Wolverhampton North East BC","","","£14,433.45","£0.00","","","","£3,080.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£17,514.39","","","","£6,933.32","£0.00","","Uncapped","£1,192.84","Uncapped","£0.00","£8,126.16","£25,640.55"
"Janet Daby","Lewisham East BC","","","£8,432.04","£0.00","","","","£116.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,548.20","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£8,548.20"
"Jason McCartney","Colne Valley CC","","","£4,781.43","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,830.43","","","","£0.00","£0.00","","Uncapped","£1,619.80","Uncapped","£0.00","£1,619.80","£9,450.23"
"Jeff Smith","Manchester, Withington BC","","","£8,709.18","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,709.18","","","","£3,000.00","£0.00","","Uncapped","£956.40","Uncapped","£0.00","£3,956.40","£12,665.58"
"Jeffrey Donaldson","Lagan Valley","","","£6,728.13","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,728.13","","","","£4,549.77","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£4,549.77","£11,277.90"
"Jenny Chapman","Darlington BC","","","-£214.06","£214.06","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£214.06","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£214.06"
"Jeremy Corbyn","Islington North BC","","","£5,688.79","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,688.79","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£5,688.79"
"Jeremy Hunt","South West Surrey CC","","","£6,527.62","£0.00","","","","£34.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,562.56","","","","£0.00","£0.00","","Uncapped","£540.00","Uncapped","£0.00","£540.00","£7,102.56"
"Jeremy Quin","Horsham CC","","","£2,176.30","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,223.30","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£5,223.30"
"Jeremy Wright","Kenilworth and Southam CC","","","£967.94","£0.00","","","","£3,493.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,461.54","","","","£5,327.23","£0.00","","Uncapped","£724.10","Uncapped","£0.00","£6,051.33","£10,512.87"
"Jerome Mayhew","Broadland CC","","","£637.07","£0.00","","","","£3,058.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,695.07","","","","£635.12","£0.00","","Uncapped","£46.50","Uncapped","£0.00","£681.62","£4,376.69"
"Jess Phillips","Birmingham, Yardley BC","","","£3,159.47","£0.00","","","","£1,080.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,239.47","","","","£9,758.17","£0.00","","Uncapped","£1,203.90","Uncapped","£0.00","£10,962.07","£15,201.54"
"Jesse Norman","Hereford and South Herefordshire CC","","","£4,060.66","£0.00","","","","£6,296.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,357.32","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£10,357.32"
"Jessica Morden","Newport East CC","","","£5,210.17","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,210.17","","","","£4,737.05","£0.00","","Uncapped","£547.27","Uncapped","£0.00","£5,284.32","£10,494.49"
"Jim Fitzpatrick","Poplar and Limehouse BC","","","-£45.00","£45.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£45.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£45.00"
"Jim McMahon","Oldham West and Royton BC","","","£7,556.94","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,556.94","","","","£8,766.86","£0.00","","Uncapped","£749.30","Uncapped","£0.00","£9,516.16","£17,073.10"
"Jim Shannon","Strangford","","","£6,436.63","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,436.63","","","","£0.00","£0.00","","Uncapped","£2,100.00","Uncapped","£0.00","£2,100.00","£8,536.63"
"Jo Churchill","Bury St Edmunds CC","","","£4,352.06","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,399.06","","","","£5,700.00","£0.00","","Uncapped","£163.70","Uncapped","£0.00","£5,863.70","£13,262.76"
"Jo Gideon","Stoke-on-Trent Central BC","","","£10,105.01","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,105.01","","","","£7,774.73","£0.00","","Uncapped","£293.50","Uncapped","£0.00","£8,068.23","£18,173.24"
"Jo Stevens","Cardiff Central BC","","","£6,143.01","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,143.01","","","","£2,235.83","£0.00","","Uncapped","£469.35","Uncapped","£0.00","£2,705.18","£8,848.19"
"Jo Swinson","East Dunbartonshire CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£809.23","£0.00","£809.23","","","","£0.00","£0.00","","Uncapped","£40.39","Uncapped","£0.00","£40.39","£849.62"
"Joan Ryan","Enfield North BC","","","-£45.85","£45.85","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£45.85","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£45.85"
"Joanna Cherry","Edinburgh South West BC","","","£2,541.04","£0.00","","","","£313.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,854.72","","","","£5,580.00","£0.00","","Uncapped","£1,888.68","Uncapped","£0.00","£7,468.68","£10,323.40"
"John Baron","Basildon and Billericay BC","","","£3,069.46","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,069.46","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£3,069.46"
"John Cryer","Leyton and Wanstead BC","","","£6,673.97","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,673.97","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£6,673.97"
"John Finucane","Belfast North","","","£8,235.61","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,235.61","","","","£700.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£700.00","£8,935.61"
"John Glen","Salisbury CC","","","£8,102.14","£0.00","","","","£2,000.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,102.14","","","","£4,587.55","£0.00","","Uncapped","£1,024.90","Uncapped","£0.00","£5,612.45","£15,714.59"
"John Hayes","South Holland and The Deepings CC","","","£6,148.24","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,148.24","","","","£9,232.00","£0.00","","Uncapped","£1,290.70","Uncapped","£0.00","£10,522.70","£16,670.94"
"John Healey","Wentworth and Dearne CC","","","£18,950.94","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£22,550.94","","","","£6,175.27","£0.00","","Uncapped","£1,707.50","Uncapped","£950.00","£8,832.77","£31,383.71"
"John Howell","Henley CC","","","£4,996.63","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,996.63","","","","£5,166.78","£0.00","","Uncapped","£112.73","Uncapped","£0.00","£5,279.51","£10,276.14"
"John Lamont","Berwickshire, Roxburgh and Selkirk CC","","","£8,370.20","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,417.20","","","","£6,968.17","£0.00","","Uncapped","£2,115.08","Uncapped","£0.00","£9,083.25","£20,500.45"
"John McDonnell","Hayes and Harlington BC","","","£7,735.81","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,735.81","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£7,735.81"
"John McNally","Falkirk CC","","","£4,428.92","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,978.92","","","","£6,997.20","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£6,997.20","£16,976.12"
"John Nicolson","Ochil and South Perthshire CC","","","£10,246.77","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,246.77","","","","£1,907.70","£0.00","","Uncapped","£590.94","Uncapped","£0.00","£2,498.64","£12,745.41"
"John Penrose","Weston-Super-Mare CC","","","£4,826.78","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,826.78","","","","£0.00","£0.00","","Uncapped","£566.20","Uncapped","£0.00","£566.20","£5,392.98"
"John Redwood","Wokingham CC","","","£893.94","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£893.94","","","","£1,127.07","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£1,127.07","£2,021.01"
"John Spellar","Warley BC","","","£8,056.30","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,056.30","","","","£1,606.14","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£1,606.14","£9,662.44"
"John Stevenson","Carlisle CC","","","£7,534.28","£0.00","","","","£4,247.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,781.28","","","","£0.00","£0.00","","Uncapped","£3,414.00","Uncapped","£0.00","£3,414.00","£15,195.28"
